Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Marked as	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	"Abundances (Normalized): F1: 126, Sample, A1, n/a"	"Abundances (Normalized): F1: 127N, Sample, A2, n/a"	"Abundances (Normalized): F1: 127C, Sample, A3, n/a"	"Abundances (Normalized): F1: 128N, Sample, A4, n/a"	"Abundances (Normalized): F1: 128C, Sample, A5, n/a"	"Abundances (Normalized): F1: 129N, Sample, n/a, B1"	"Abundances (Normalized): F1: 129C, Sample, n/a, B2"	"Abundances (Normalized): F1: 130N, Sample, n/a, B3"	"Abundances (Normalized): F1: 130C, Sample, n/a, B4"	"Abundances (Normalized): F1: 131, Sample, n/a, B5"	"Abundance: F1: 126, Sample, A1, n/a"	"Abundance: F1: 127N, Sample, A2, n/a"	"Abundance: F1: 127C, Sample, A3, n/a"	"Abundance: F1: 128N, Sample, A4, n/a"	"Abundance: F1: 128C, Sample, A5, n/a"	"Abundance: F1: 129N, Sample, n/a, B1"	"Abundance: F1: 129C, Sample, n/a, B2"	"Abundance: F1: 130N, Sample, n/a, B3"	"Abundance: F1: 130C, Sample, n/a, B4"	"Abundance: F1: 131, Sample, n/a, B5"	"Found in Sample: [S1] F1: 126, Sample, A1, n/a"	"Found in Sample: [S2] F1: 127N, Sample, A2, n/a"	"Found in Sample: [S3] F1: 127C, Sample, A3, n/a"	"Found in Sample: [S4] F1: 128N, Sample, A4, n/a"	"Found in Sample: [S5] F1: 128C, Sample, A5, n/a"	"Found in Sample: [S6] F1: 129N, Sample, n/a, B1"	"Found in Sample: [S7] F1: 129C, Sample, n/a, B2"	"Found in Sample: [S8] F1: 130N, Sample, n/a, B3"	"Found in Sample: [S9] F1: 130C, Sample, n/a, B4"	"Found in Sample: [S10] F1: 131, Sample, n/a, B5"	Modifications
FALSE	High	IsMasterProtein	A0A024R7X0	"ADP-ribosylation factor guanine nucleotide-exchange factor 1(Brefeldin A-inhibited), isoform CRA_a OS=Homo sapiens GN=ARFGEF1 PE=4 SV=1"	0	FALSE	Human	47.112	9	13	24	9	1	1849	208.6	5.85	55.97	13	2	851.7	1352.7	762.3	1265.1	1118.6	1437.3	808.5	1176.4	1142.7	1114.3	851.7	1146.3	675.8	1105.4	762.8	1108.4	672.1	981	1056	961.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P16403	Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2	0	FALSE	Human	106.472	37	11	215	3	1	213	21.4	10.93	759.81	11	0	1553.8	423.3	476.9	337	240.8	917.8	162.7	771.4	418	184.4	1553.8	358.7	422.8	294.5	164.2	707.8	135.2	643.3	386.3	159	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024QZF1	"HCG19665, isoform CRA_a OS=Homo sapiens GN=hCG_19665 PE=4 SV=1"	0	FALSE	Human	70.587	17	8	35	8	1	522	53.2	5.31	110.11	8	0	1138.5	1414.8	971	973.6	937.8	1311	1026.2	1197.6	1133.3	1233.5	1138.5	1198.9	860.8	850.7	639.5	1011	853.1	998.7	1047.3	1063.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q07954	Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens GN=LRP1 PE=1 SV=2	0	FALSE	Human	555.262	24	84	314	84	1	4544	504.3	5.39	862.88	84	0	14342.5	14680.1	14828.1	27574.9	17922.8	15968.6	19457.7	16153.3	19203	16404.3	14342.5	12440.1	13144.7	24093.4	12221.9	12314.4	16175.3	13470.4	17745.6	14148.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P08514	Integrin alpha-IIb OS=Homo sapiens GN=ITGA2B PE=1 SV=3	0	FALSE	Human	31.372	13	9	18	9	1	1039	113.3	5.38	34.13	9	0	731	961.9	657.3	782.5	755.2	2034.3	1034.7	523.1	1031	577.3	731	815.1	582.7	683.7	515	1568.8	860.1	436.2	952.8	498	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B4DYU2	"cDNA FLJ55996, highly similar to Conserved oligomeric Golgi complex component 8 OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	12.182	5	3	4	3	1	639	71.2	5.26	10.62	3	0	281.1	421.8	285.6	325.5	298.5	485.8	309.6	310.3	348.8	337.5	281.1	357.4	253.2	284.4	203.5	374.6	257.4	258.8	322.4	291.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q59FG9	Chondroitin sulfate proteoglycan 2 (Versican) variant (Fragment) OS=Homo sapiens PE=2 SV=1	0	FALSE	Human	172.44	7	21	131	2	1	3410	374.1	4.53	311.17	21	28	4949.7	4957.1	4734.6	14028.2	6798.9	4818.9	13670.2	9231.6	11201.1	12406	4949.7	4200.7	4197.1	12257.1	4636.3	3716.2	11364.1	7698.3	10351	10700.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B4DVQ0	"cDNA FLJ58286, highly similar to Actin, cytoplasmic 2 OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	754.071	78	29	2794	2	1	333	37.3	5.71	9507.32	29	55	120853.9	93915.8	115664.2	231826.9	131354.9	101380.2	120647.9	151455.7	158229.5	158361.2	120853.9	79585.2	102533.2	202557.8	89573	78180.9	100295.6	126300.8	146220.6	136588.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y5B6	PAX3- and PAX7-binding protein 1 OS=Homo sapiens GN=PAXBP1 PE=1 SV=2	0	FALSE	Human	11.011	6	4	6	4	1	917	104.7	5.68	7.66	4	0	169.3	238.6	130.1	132.6	149.2	352.6	96.6	177.7	115.8	108.1	169.3	202.2	115.3	115.8	101.7	271.9	80.3	148.2	107	93.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A8K492	"cDNA FLJ76789, highly similar to Homo sapiens methionine-tRNA synthetase (MARS), mRNA OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	161.267	32	21	72	21	1	900	101.1	6.16	194.21	21	0	2856.4	5008.3	2455.3	3411.7	2908.6	5204	2701.1	2871.3	2944.5	2966.2	2856.4	4244.1	2176.6	2981	1983.4	4013.1	2245.4	2394.4	2721.1	2558.4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P13804	"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens GN=ETFA PE=1 SV=1"	0	FALSE	Human	213.533	55	14	168	14	1	333	35.1	8.38	555.68	14	0	8874.2	8753.9	8036.3	7518	22084.6	9724.5	7066.8	12772.6	20733.7	21184.6	8874.2	7418.2	7123.9	6568.8	15059.8	7499.2	5874.7	10651.2	19160.1	18271.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q562E7	WD repeat-containing protein 81 OS=Homo sapiens GN=WDR81 PE=1 SV=2	0	FALSE	Human	41.387	9	10	17	10	1	1941	211.6	5.58	39.75	10	0	654.5	734.7	553.7	890.2	608	719.9	649.1	623.6	685.3	706.3	654.5	622.6	490.8	777.8	414.6	555.2	539.6	520	633.3	609.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B2R6U9	Delta-like protein OS=Homo sapiens PE=2 SV=1	0.002	FALSE	Human	5.355	2	2	2	2	1	1218	133.8	6.06	2.84	2	0																					High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A2RUM7	Ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=2 SV=1	0	FALSE	Human	225.392	55	15	183	15	1	297	34.3	9.72	571.08	15	0	11829.5	10597.2	8886.2	7656.8	7027.4	11884.4	5230.7	10927.8	8407.9	8782.5	11829.5	8980.2	7877.4	6690.1	4792.1	9164.8	4348.4	9112.8	7769.8	7575	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y3F4-2	Isoform 2 of Serine-threonine kinase receptor-associated protein OS=Homo sapiens GN=STRAP	0	FALSE	Human	103.96	52	13	63	13	1	363	39.8	5.31	154.69	13	0	3190.4	4277.5	2745.4	2717.8	2064	3748.3	3262.9	2517.4	2354.9	2214.3	3190.4	3624.8	2433.7	2374.7	1407.5	2890.6	2712.5	2099.3	2176.1	1909.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024R3W2	"Translocase of outer mitochondrial membrane 20 homolog (Yeast), isoform CRA_a OS=Homo sapiens GN=TOMM20 PE=3 SV=1"	0.001	FALSE	Human	7.347	22	3	9	3	1	145	16.3	8.6	22.81	3	0	392.3	448.7	363.2	413	495.9	529.6	321.1	500.8	539.4	493.8	392.3	380.2	322	360.9	338.2	408.4	266.9	417.6	498.5	425.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9H1X3-3	Isoform 3 of DnaJ homolog subfamily C member 25 OS=Homo sapiens GN=DNAJC25	0	FALSE	Human	15.068	29	3	7	2	1	153	16.5	8.6	17.85	3	1	381.9	517.1	395.7	523.5	416.3	442.2	454.8	373.3	446.5	425.9	381.9	438.2	350.8	457.4	283.9	341	378.1	311.3	412.6	367.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q59ET0	"Glucan, branching enzyme 1 variant (Fragment) OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	44.142	15	7	14	7	1	754	86.1	6.93	33.2	7	0	429.7	469.4	464.1	317.6	413.4	441.2	435.1	427.1	308.3	397.2	429.7	397.8	411.4	277.5	281.9	340.2	361.7	356.1	284.9	342.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024R9Q1	"Thrombospondin 1, isoform CRA_a OS=Homo sapiens GN=THBS1 PE=4 SV=1"	0	FALSE	Human	234.343	33	31	149	29	1	1170	129.3	4.94	413.77	31	2	12052.5	6947.2	7702.7	6421	3922.2	9968.3	7233.3	5000.3	6484	4595.8	12052.5	5887.1	6828.2	5610.3	2674.6	7687.2	6013.1	4169.8	5991.9	3963.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q13393	Phospholipase D1 OS=Homo sapiens GN=PLD1 PE=1 SV=1	0	FALSE	Human	51.405	13	11	24	11	1	1074	124.1	8.78	48.22	11	0	703.9	724	583.1	930.1	1127.7	696.7	658.3	1139.1	1047	949.5	703.9	613.6	516.9	812.6	769	537.2	547.2	949.9	967.5	818.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9BUN8	Derlin-1 OS=Homo sapiens GN=DERL1 PE=1 SV=1	0	FALSE	Human	11.376	13	3	4	3	1	251	28.8	9.51	9.96	3	0	180.4	279.5	240.2	355.7	252.9	268.7	219	270.5	301.8	317.6	180.4	236.9	212.9	310.8	172.5	207.2	182.1	225.6	278.9	273.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8WUD1	Ras-related protein Rab-2B OS=Homo sapiens GN=RAB2B PE=1 SV=1	0	FALSE	Human	101.831	64	12	68	5	1	216	24.2	7.83	232.71	12	10	4401.9	8445.3	3972.1	3995.4	5177.8	9351.9	3502.1	4141.5	4082.9	4546.8	4401.9	7156.6	3521.1	3490.9	3530.8	7211.9	2911.3	3453.6	3773	3921.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	I6NXK8	MHC class I antigen (Fragment) OS=Homo sapiens GN=HLA-A PE=3 SV=1	0	FALSE	Human	15.295	15	2	12	1	1	181	21.1	5.99	24.1	2	0																					High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96H79	Zinc finger CCCH-type antiviral protein 1-like OS=Homo sapiens GN=ZC3HAV1L PE=1 SV=2	0.002	FALSE	Human	5.374	6	2	2	2	1	300	32.9	8.13	5.24	2	0	111.3	125.6	92.1	123.9	62.7	155	182.1	97.3	85.3	85.4	111.3	106.5	81.6	108.3	42.8	119.5	151.4	81.1	78.8	73.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8NFU4	Follicular dendritic cell secreted peptide OS=Homo sapiens GN=FDCSP PE=1 SV=1	0.009	FALSE	Human	3.335	22	1	1	1	1	85	9.7	9.32	3.11	1	0	30.8	30.9	20	27.1	57.8	28.1	23.9	35.8	36.4	47.3	30.8	26.2	17.8	23.7	39.4	21.7	19.8	29.9	33.6	40.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6GMV2	SET and MYND domain-containing protein 5 OS=Homo sapiens GN=SMYD5 PE=1 SV=2	0.001	FALSE	Human	6.035	7	3	5	3	1	418	47.3	5.05	2.08	3	0	117	112	119.2	116	172	127.4	111.3	167.9	180.6	121.5	117	94.9	105.7	101.3	117.3	98.3	92.5	140	166.9	104.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q5T8D3	Acyl-CoA-binding domain-containing protein 5 OS=Homo sapiens GN=ACBD5 PE=1 SV=1	0.006	FALSE	Human	4.148	4	2	2	2	1	534	60.1	5.33	0	2	0	36.3	41.2	77.4	45.8	55.1	46	57.2	44.4	50.3	39.8	36.3	34.9	68.6	40	37.6	35.5	47.6	37.1	46.5	34.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9NX46	Poly(ADP-ribose) glycohydrolase ARH3 OS=Homo sapiens GN=ADPRHL2 PE=1 SV=1	0	FALSE	Human	10.442	10	3	5	3	1	363	38.9	5.07	10.94	3	0	163.7	144.9	151.2	153.3	192.9	194.2	157.7	174.4	182.6	154	163.7	122.8	134.1	133.9	131.5	149.7	131.1	145.4	168.7	132.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P34741	Syndecan-2 OS=Homo sapiens GN=SDC2 PE=1 SV=2	0.005	FALSE	Human	4.392	9	2	3	2	1	201	22.1	4.86	6.75	2	0	135.8	260.4	150.6	365.1	204	548.5	255.5	131.6	183.8	135.8	135.8	220.6	133.5	319	139.1	423	212.4	109.7	169.8	117.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96AX2-3	Isoform 3 of Ras-related protein Rab-37 OS=Homo sapiens GN=RAB37	0	FALSE	Human	17.243	14	4	42	2	1	228	25.6	7.37	107.44	4	0	70.8	80.5	55.4	78.8	82.5	65.5	100	68	62.5	64.4	70.8	68.2	49.1	68.8	56.2	50.5	83.1	56.7	57.7	55.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A109PW65	GCT-A3 light chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	0	FALSE	Human	46.276	32	2	47	1	1	107	11.6	8.47	170.7	2	4	1475.3	1162.1	886.8	1570.1	886.2	1250	1986.2	1274	1249.8	1966.5	1475.3	984.7	786.1	1371.9	604.3	964	1651.1	1062.4	1154.9	1696.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024R5L0	"Prolylcarboxypeptidase (Angiotensinase C), isoform CRA_a OS=Homo sapiens GN=PRCP PE=4 SV=1"	0	FALSE	Human	36.597	17	6	15	6	1	496	55.8	7.21	51.47	6	0	599.9	504.3	559.6	472.7	518.5	946.6	566.5	512.1	373.3	542.9	599.9	427.3	496	413	353.6	730	471	427.1	345	468.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q09161	Nuclear cap-binding protein subunit 1 OS=Homo sapiens GN=NCBP1 PE=1 SV=1	0	FALSE	Human	48.52	13	8	21	8	1	790	91.8	6.43	43.98	8	0	1450	1574.8	1024.3	1190.8	1193.9	1781.7	796.5	1066.4	1276.8	1175.1	1450	1334.5	908	1040.4	814.1	1374	662.1	889.3	1179.9	1013.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P08174-7	Isoform 7 of Complement decay-accelerating factor OS=Homo sapiens GN=CD55	0	FALSE	Human	65.166	24	10	31	10	1	551	59	8.78	76.29	10	0	1673.2	5393.7	2534.3	2349.6	4221.8	2382.3	1805.7	1678.1	2223	2437.6	1673.2	4570.7	2246.6	2052.9	2878.9	1837.1	1501.1	1399.4	2054.2	2102.4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A0D9SG04	Cordon-bleu protein-like 1 OS=Homo sapiens GN=COBLL1 PE=1 SV=2	0	FALSE	Human	37.075	10	8	16	8	1	1233	134.8	6.71	32.93	8	0	817.4	630.9	669.6	558.7	814.3	543.2	566.9	552.9	721.3	665.3	817.4	534.6	593.6	488.1	555.3	418.9	471.3	461.1	666.5	573.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8NB49	Phospholipid-transporting ATPase IG OS=Homo sapiens GN=ATP11C PE=1 SV=3	0	FALSE	Human	20.831	8	8	12	7	1	1132	129.4	6.67	19.51	8	0	356.8	377.1	419	504.8	486.9	385.7	563.4	527.2	551.5	467.2	356.8	319.5	371.4	441	332	297.4	468.4	439.6	509.6	403	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8N1N4-2	"SWISS-PROT:Q8N1N4-2 Tax_Id=9606 Gene_Symbol=KRT78 Isoform 2 of Keratin, type II cytoskeletal 78"	0	TRUE		26.497	10	7	203	2	1	521	56.9	6.02	436.96	7	0	133.9	51.2	98	68.8	150.5	49	35.3	131.4	104.9	100.5	133.9	43.4	86.8	60.1	102.6	37.8	29.3	109.6	96.9	86.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024R473	"Mitochondrial ribosomal protein L44, isoform CRA_a OS=Homo sapiens GN=MRPL44 PE=4 SV=1"	0	FALSE	Human	41.63	31	8	25	8	1	332	37.5	8.4	71.21	8	0	580.2	765.6	499.7	664.1	838.9	719.5	560.6	705.4	1106.9	884.7	580.2	648.7	443	580.2	572	554.9	466	588.2	1022.9	763	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6UWH4-2	Isoform 2 of Protein FAM198B OS=Homo sapiens GN=FAM198B	0	FALSE	Human	16.339	9	4	6	4	1	527	58.5	9.74	8.35	4	0	152.2	123.8	668.4	167.9	148.2	118	151	149.8	137.6	133.7	152.2	104.9	592.5	146.7	101.1	91	125.5	124.9	127.2	115.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6ZXV5	Transmembrane and TPR repeat-containing protein 3 OS=Homo sapiens GN=TMTC3 PE=1 SV=2	0	FALSE	Human	59.119	15	11	31	9	1	915	103.9	8.87	81.57	11	2	1615	1834.1	1598.1	1657.8	1939.2	1791.6	1624.2	1796	1869.6	1677.7	1615	1554.2	1416.6	1448.5	1322.4	1381.6	1350.2	1497.7	1727.7	1447	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6N092	Putative uncharacterized protein DKFZp686K18196 (Fragment) OS=Homo sapiens GN=DKFZp686K18196 PE=2 SV=1	0	FALSE	Human	287.814	38	16	192	2	1	519	56.4	6.93	769.98	16	24	18393.1	12051	5963.9	19143.5	5565.7	12713.5	10619.1	17466.4	8825.9	32081.3	18393.1	10212.2	5286.8	16726.6	3795.3	9804.2	8827.7	14565.5	8156	27670.4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y3P9	Rab GTPase-activating protein 1 OS=Homo sapiens GN=RABGAP1 PE=1 SV=3	0	FALSE	Human	34.701	10	8	27	8	1	1069	121.7	5.25	51.01	8	0	839	830.3	674.8	922.4	683.2	743.2	667.4	665.2	694.8	661.1	839	703.6	598.2	805.9	465.9	573.1	554.8	554.7	642.1	570.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8IXU6	Solute carrier family 35 member F2 OS=Homo sapiens GN=SLC35F2 PE=1 SV=1	0	FALSE	Human	12.284	10	2	5	2	1	374	41.2	6.21	10.25	2	0	151.8	146.1	124.5	100.4	149.1	128.8	103.3	109.3	137.1	115.7	151.8	123.8	110.4	87.7	101.7	99.4	85.8	91.1	126.7	99.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P35556	Fibrillin-2 OS=Homo sapiens GN=FBN2 PE=1 SV=3	0	FALSE	Human	109.147	8	21	72	15	1	2912	314.6	4.86	147.14	21	0	2675.2	1266.5	1846.4	1063	908.3	1649.8	1404.1	761.9	773.8	697.6	2675.2	1073.2	1636.8	928.8	619.4	1272.3	1167.3	635.3	715	601.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024QZB4	Sulfotransferase OS=Homo sapiens GN=hCG_1993905 PE=3 SV=1	0	FALSE	Human	13.318	16	4	6	4	1	295	34.2	6.62	17.33	4	0	327.1	570.2	321.1	953.9	423.1	868.2	1008.3	327.7	373.9	405.3	327.1	483.2	284.6	833.4	288.5	669.5	838.2	273.3	345.6	349.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P82663	"28S ribosomal protein S25, mitochondrial OS=Homo sapiens GN=MRPS25 PE=1 SV=1"	0	FALSE	Human	19.787	36	5	20	5	1	173	20.1	8.82	40.39	5	0	323.5	460	261.6	328.7	351	410	261.6	361.5	330.9	371	323.5	389.8	231.9	287.2	239.4	316.2	217.5	301.5	305.8	320	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96Q15	Serine/threonine-protein kinase SMG1 OS=Homo sapiens GN=SMG1 PE=1 SV=3	0	FALSE	Human	17.295	1	2	3	2	1	3661	410.2	6.46	11.27	2	0	115.4	104.8	96.7	101	92	89.8	97.9	106.6	97.5	98.2	115.4	88.8	85.7	88.3	62.7	69.3	81.3	88.9	90.1	84.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9UI14	Prenylated Rab acceptor protein 1 OS=Homo sapiens GN=RABAC1 PE=1 SV=1	0.001	FALSE	Human	6.681	11	2	6	2	1	185	20.6	7.34	16.26	2	0	230.8	581.4	288	344	288.8	620.1	203.1	311.7	354	303	230.8	492.6	255.3	300.5	196.9	478.2	168.9	260	327.1	261.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9HCU5	Prolactin regulatory element-binding protein OS=Homo sapiens GN=PREB PE=1 SV=2	0	FALSE	Human	111.123	42	11	59	11	1	417	45.4	7.88	188.13	11	0	1627.4	2269.4	1758.6	2385.7	2125.5	2323.9	1716.4	1771.5	2018.8	1931.1	1627.4	1923.1	1558.9	2084.5	1449.4	1792.1	1426.8	1477.3	1865.6	1665.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O95236	Apolipoprotein L3 OS=Homo sapiens GN=APOL3 PE=1 SV=3	0	FALSE	Human	10.539	7	2	9	2	1	402	44.3	8.16	22.32	2	0	18.3	16.4	12.2	8.4	18.9	13.7	12.8	19.2	10.4	8.2	18.3	13.9	10.8	7.3	12.9	10.6	10.6	16	9.6	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0MZ66-3	Isoform 3 of Shootin-1 OS=Homo sapiens GN=SHTN1	0	FALSE	Human	28.889	10	6	20	6	1	649	73.6	5.45	41.64	6	0	639.8	749	448.8	533.2	456.4	664	684.6	480.6	392.1	409.2	639.8	634.7	397.9	465.9	311.3	512.1	569.1	400.7	362.4	352.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6ZSP3	Phospholipid-transporting ATPase OS=Homo sapiens PE=2 SV=1	0	FALSE	Human	30.975	8	8	20	8	1	1188	133.5	8.12	36.66	8	0	491.3	2187.3	473.4	857.1	710.7	2418.3	739	645.6	649.2	564.1	491.3	1853.5	419.6	748.9	484.6	1864.9	614.3	538.4	599.9	486.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O75569	Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens GN=PRKRA PE=1 SV=1	0	FALSE	Human	36.229	25	8	13	8	1	313	34.4	8.41	45.64	8	0	1212.8	1571.1	1106.3	813.1	903	1594	1197.3	1084.7	935.3	801.1	1212.8	1331.4	980.7	710.4	615.7	1229.2	995.3	904.6	864.3	690.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	V5NQC6	MHC class I antigen (Fragment) OS=Homo sapiens GN=HLA-C PE=3 SV=1	0	FALSE	Human	65.011	19	5	69	4	1	349	39.3	6.99	215.86	5	0	1966.1	3584.6	2418.5	9170.5	2679	2603.8	2862.8	2134.4	3243	2935.9	1966.1	3037.6	2144	8012.7	1826.9	2008	2379.9	1779.9	2996.8	2532.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8N2H4	Protein SYS1 homolog OS=Homo sapiens GN=SYS1 PE=1 SV=1	0.004	FALSE	Human	4.622	14	1	4	1	1	156	17.6	7.72	2.41	1	0	55.1	62.1	40.8	119.7	71.4	56.4	41.9	67.3	53.9	58.8	55.1	52.6	36.2	104.6	48.7	43.5	34.9	56.1	49.8	50.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y4D7	Plexin-D1 OS=Homo sapiens GN=PLXND1 PE=1 SV=3	0	FALSE	Human	24.513	5	6	11	6	1	1925	211.9	7.15	15.54	6	0	136.7	190.5	142.8	447.9	161.9	291.6	194	157.7	189.3	186.8	136.7	161.5	126.6	391.4	110.4	224.9	161.3	131.5	174.9	161.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B3KQ21	"cDNA FLJ32640 fis, clone SYNOV2001033, highly similar to U3 small nucleolar RNA-associated protein 6 homolog OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	25.071	12	5	8	5	1	597	70.2	7.46	14.13	5	0	371.4	316.8	288.9	344	433.8	308.1	280.4	323.2	317.2	272.9	371.4	268.5	256.1	300.6	295.8	237.6	233.1	269.5	293.1	235.4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B6V6K3	MHC class I antigen (Fragment) OS=Homo sapiens GN=HLA-Cw PE=3 SV=1	0	FALSE	Human	30.763	34	4	32	1	1	181	21.2	6.09	95.97	4	0																					High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B3KN29	PRA1 family protein OS=Homo sapiens PE=2 SV=1	0	FALSE	Human	16.965	22	3	18	3	1	178	19.3	9.19	34.78	3	0	680.3	1949.5	594.4	1498.1	934.9	2175.8	1648.1	643	848.5	664.2	680.3	1652	526.9	1308.9	637.5	1677.9	1370.1	536.2	784.1	572.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O60869	Endothelial differentiation-related factor 1 OS=Homo sapiens GN=EDF1 PE=1 SV=1	0	FALSE	Human	10.441	27	4	6	4	1	148	16.4	9.95	7.7	4	0	1053.8	2274.2	826.9	1222.7	617.6	2168.3	679.1	1075.2	706.1	568.1	1053.8	1927.2	733	1068.3	421.2	1672.1	564.6	896.6	652.5	490	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A6NHR9	Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens GN=SMCHD1 PE=1 SV=2	0	FALSE	Human	55.712	10	17	29	17	1	2005	226.2	7.3	59.53	17	0	1387.7	1611.7	1220.9	1831.2	1080.8	1649.9	1496.7	1089.4	1245.8	1163.5	1387.7	1365.8	1082.3	1600	737	1272.3	1244.2	908.5	1151.2	1003.6	High	High	High	High	High	High	High	High	High	High	
