Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Marked as	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	"Abundance Ratio: (F1, 126) / (F1, 131)"	"Abundance Ratio: (F1, 127N) / (F1, 131)"	"Abundance Ratio: (F1, 127C) / (F1, 131)"	"Abundance Ratio: (F1, 128N) / (F1, 131)"	"Abundance Ratio: (F1, 128C) / (F1, 131)"	"Abundance Ratio: (F1, 129N) / (F1, 131)"	"Abundance Ratio: (F1, 129C) / (F1, 131)"	"Abundance Ratio: (F1, 130N) / (F1, 131)"	"Abundance Ratio: (F1, 130C) / (F1, 131)"	"Abundances (Normalized): F1: 126, Sample, CON1, n/a, n/a, n/a"	"Abundances (Normalized): F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Abundances (Normalized): F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Abundances (Normalized): F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Abundances (Normalized): F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Abundances (Normalized): F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Abundances (Normalized): F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Abundances (Normalized): F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Abundances (Normalized): F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Abundances (Normalized): F1: 131, Sample, n/a, n/a, n/a, GIS"	"Abundance: F1: 126, Sample, CON1, n/a, n/a, n/a"	"Abundance: F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Abundance: F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Abundance: F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Abundance: F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Abundance: F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Abundance: F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Abundance: F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Abundance: F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Abundance: F1: 131, Sample, n/a, n/a, n/a, GIS"	"Abundances Count: F1: 126, Sample, CON1, n/a, n/a, n/a"	"Abundances Count: F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Abundances Count: F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Abundances Count: F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Abundances Count: F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Abundances Count: F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Abundances Count: F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Abundances Count: F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Abundances Count: F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Abundances Count: F1: 131, Sample, n/a, n/a, n/a, GIS"	"Found in Sample: [S1] F1: 126, Sample, CON1, n/a, n/a, n/a"	"Found in Sample: [S2] F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Found in Sample: [S3] F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Found in Sample: [S4] F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Found in Sample: [S5] F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Found in Sample: [S6] F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Found in Sample: [S7] F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Found in Sample: [S8] F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Found in Sample: [S9] F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Found in Sample: [S10] F1: 131, Sample, n/a, n/a, n/a, GIS"	Modifications
FALSE	High	IsMasterProtein	C9J6P4	Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens GN=ZC3HAV1 PE=1 SV=1	0	FALSE	Human	301.488	62	48	132	1	1	1024	114	8.56	469.46	48	47	1.007	0.991	0.996	0.978	1.012	0.994	0.997	1.019	0.985	18367.7	18070.6	18161	17837.3	18451.4	18128.5	18187.9	18572.5	17968.3	18233.5	18367.7	17713.8	17828	17657.5	16766.7	17957.8	17156.9	16662.4	17009.4	16261.9	48	48	48	48	48	48	48	48	48	48	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P52948	Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4	0	FALSE	Human	301.246	34	54	131	54	1	1817	197.5	6.4	441.83	54	0	1.006	1.009	1.018	1.121	0.972	1.031	1.041	0.963	0.97	17992.6	18062.1	18217.4	20064.1	17383.8	18450.1	18629.6	17224.1	17347.7	17893.3	17992.6	17705.5	17883.4	19861.9	15796.6	18276.3	17573.6	15452.7	16421.9	15958.5	54	54	54	54	54	54	54	54	54	54	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P28290	Sperm-specific antigen 2 OS=Homo sapiens GN=SSFA2 PE=1 SV=3	0	FALSE	Human	300.638	49	50	118	49	1	1259	138.3	5.19	393.49	50	1	1.02	0.984	1.054	1.054	0.929	0.998	1.014	0.961	0.968	18380.4	17739.7	18998.2	18992.9	16738	17986.8	18265.9	17317.5	17442.5	18020.9	18380.4	17389.4	18649.8	18801.4	15209.7	17817.3	17230.5	15536.5	16511.7	16072.3	51	51	51	51	51	51	51	51	51	51	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P08195-4	Isoform 4 of 4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2	0	FALSE	Human	300.063	41	28	526	22	1	661	71.1	4.97	1935.33	28	6	1.054	1.01	1.011	1.06	0.97	1.06	1.042	0.908	0.916	69435.5	66550.2	66629.7	69855.4	63900.6	69842.5	68676.5	59799.5	60364.2	65883.1	69435.5	65236.2	65407.9	69151.2	58066.2	69184.5	64783.7	53649.3	57142.8	58759.1	28	28	28	28	28	28	28	28	28	28	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P52701	DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6 PE=1 SV=2	0	FALSE	Human	300.055	50	52	132	51	1	1360	152.7	6.9	415.27	52	1	0.995	0.964	0.993	0.906	1.1	0.944	0.964	1.112	1.083	20461.8	19829.2	20415	18621.4	22616.4	19405.2	19823.4	22856.3	22275.4	20560.3	20461.8	19437.7	20040.7	18433.7	20551.4	19222.4	18699.8	20505.6	21086.6	18337.1	53	53	53	53	53	53	53	53	53	53	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9HD20	Manganese-transporting ATPase 13A1 OS=Homo sapiens GN=ATP13A1 PE=1 SV=2	0	FALSE	Human	299.734	41	42	175	42	1	1204	132.9	8.13	589.04	42	0	0.982	0.984	1.016	1.082	0.97	1.01	1.017	0.943	0.959	19783.9	19827.5	20470.4	21807.1	19557.7	20347.5	20500.9	19001.2	19328.5	20153	19783.9	19436	20095	21587.2	17772	20155.8	19338.8	17047	18297	17973.8	45	45	45	45	45	45	45	45	45	45	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96AE4-2	Isoform 2 of Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1	0	FALSE	Human	297.714	52	33	283	1	1	653	68.6	7.31	947.5	33	0	0.933	0.968	0.984	0.947	0.968	0.992	0.928	1.017	1.004	1006	1043.9	1061.4	1020.9	1043.3	1069.3	1000.6	1096.2	1082.7	1078.3	1006	1023.3	1041.9	1010.6	948	1059.2	943.8	983.5	1024.9	961.7	2	2	2	2	2	2	2	2	2	2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O43242	26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2	0	FALSE	Human	297.252	67	37	249	37	1	534	60.9	8.44	930.78	37	0	0.997	1.017	1.008	0.947	1.011	0.974	0.984	1.031	1.026	31122.7	31734.8	31455.6	29544.9	31569.6	30399.6	30702.2	32185.6	32017.2	31210.8	31122.7	31108.2	30878.8	29247	28687.1	30113.3	28961.9	28875.4	30308.6	27835.9	40	40	40	40	40	40	40	40	40	40	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P07339	Cathepsin D OS=Homo sapiens GN=CTSD PE=1 SV=1	0	FALSE	Human	296.909	49	19	1025	10	1	412	44.5	6.54	4218.98	19	13	1.033	1.012	1.028	1.066	0.941	1.006	1.027	0.908	0.942	132578.9	129803.6	131888.4	136717.9	120745.6	129029.8	131715.6	116542.6	120838.5	128296.1	132578.9	127240.6	129470	135339.6	109721	127814.2	124249.6	104556.7	114389.8	114423.3	25	25	25	25	25	25	25	25	25	25	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9BZE4	Nucleolar GTP-binding protein 1 OS=Homo sapiens GN=GTPBP4 PE=1 SV=3	0	FALSE	Human	296.821	58	38	286	37	1	634	73.9	9.5	972.06	38	1	0.999	0.964	0.992	1.084	0.97	1.028	1.014	0.95	0.957	37370.9	36064.3	37136.2	40569.5	36310.9	38464.5	37952.7	35531.3	35793.5	37418.5	37370.9	35352.2	36455.2	40160.5	32995.5	38102.1	35801.4	31877	33883.3	33372.4	43	43	43	43	43	43	43	43	43	43	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P31040	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens GN=SDHA PE=1 SV=2"	0	FALSE	Human	296.722	63	29	245	29	1	664	72.6	7.39	987.41	29	0	0.996	0.956	0.997	1.055	0.997	0.997	1	0.989	1	26439.4	25398.4	26487.9	28018.5	26478.7	26474.1	26558.8	26264.3	26557.1	26558.7	26439.4	24896.9	26002.2	27736.1	24061.1	26224.7	25053.4	23563.1	25139.8	23686.9	34	34	34	34	34	34	34	34	34	34	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P61978-2	Isoform 2 of Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK	0	FALSE	Human	296.104	63	27	733	1	1	464	51	5.33	2315.88	27	0	1.125	1.045	1.047	0.986	1.022	1.05	1.032	0.983	0.944	955.8	888	890.1	837.8	869.1	892.2	877.3	835.4	802.4	850	955.8	870.5	873.7	829.4	789.7	883.8	827.5	749.4	759.6	758.1	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6NUK1	Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens GN=SLC25A24 PE=1 SV=2	0	FALSE	Human	296.086	67	30	451	30	1	477	53.3	6.33	1643.11	30	0	1.019	0.972	1.021	1.101	0.956	1.013	1.027	0.934	0.96	72799.9	69463.6	72973.7	78669.6	68285.3	72378.1	73394	66768.6	68577.2	71458.9	72799.9	68092	71635.6	77876.4	62050.5	71696.2	69233.8	59901.7	64917.5	63732	36	36	36	36	36	36	36	36	36	36	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8N1F7	Nuclear pore complex protein Nup93 OS=Homo sapiens GN=NUP93 PE=1 SV=2	0	FALSE	Human	295.929	58	46	166	46	1	819	93.4	5.72	565.6	46	0	1.014	0.986	1.006	1.092	0.976	1.017	1.035	0.96	0.962	25854.8	25149.6	25663.5	27851.9	24890.7	25949.8	26403	24476	24542.2	25507	25854.8	24653	25192.9	27571.1	22618	25705.3	24906.4	21958.7	23232.5	22748.9	49	49	49	49	49	49	49	49	49	49	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P39023	60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2	0	FALSE	Human	295.919	61	27	411	27	1	403	46.1	10.18	1691.02	27	0	1.031	1.014	0.998	0.982	1.024	1.012	1.007	1.034	1.017	46680.2	45932.4	45172.4	44483.5	46358.5	45826	45611.4	46804.8	46026.9	45276.2	46680.2	45025.5	44344.1	44035	42125.8	45394.3	43026	41991.1	43570.6	40380.4	34	34	34	34	34	34	34	34	34	34	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P14735	Insulin-degrading enzyme OS=Homo sapiens GN=IDE PE=1 SV=4	0	FALSE	Human	295.693	47	47	162	47	1	1019	117.9	6.61	536.85	47	0	0.98	0.997	0.973	0.921	1.044	0.967	0.988	1.046	1.031	22741.1	23137.8	22584.3	21366.7	24224	22448.4	22924.6	24284.1	23917.8	23209.6	22741.1	22680.9	22170.2	21151.2	22012.3	22236.9	21625.2	21786.5	22641.4	20699.9	47	47	47	47	47	47	47	47	47	47	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q15020	Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens GN=SART3 PE=1 SV=1	0	FALSE	Human	295.526	55	50	178	49	1	963	109.9	5.57	579.63	50	0	1.029	0.997	1.024	0.99	0.997	0.997	1.004	1.011	0.986	23331	22601.3	23219.8	22442.2	22604.2	22601.8	22768.6	22917.8	22350.6	22671.4	23331	22155	22794	22216	20540.3	22388.9	21478.1	20560.8	21157.8	20219.9	50	50	50	50	50	50	50	50	50	50	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y263	Phospholipase A-2-activating protein OS=Homo sapiens GN=PLAA PE=1 SV=2	0	FALSE	Human	295.147	58	39	137	39	1	795	87.1	6.37	503.49	39	0	1.006	1.004	1.012	0.909	1.027	0.96	0.975	1.042	1.025	16744.7	16705.8	16846.3	15133.9	17098.5	15984.1	16227.7	17342.6	17050.6	16642	16744.7	16375.9	16537.4	14981.3	15537.3	15833.6	15307.9	15559	16140.7	14842.5	42	42	42	42	42	42	42	42	42	42	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P06744	Glucose-6-phosphate isomerase OS=Homo sapiens GN=GPI PE=1 SV=4	0	FALSE	Human	295.073	56	29	483	23	1	558	63.1	8.32	1744.06	29	8	0.97	1.013	0.972	0.914	1.054	0.966	0.985	1.046	1.039	69337.1	72433.5	69454.2	65354.5	75341.7	69032.9	70404	74757.6	74241.5	71470.4	69337.1	71003.3	68180.6	64695.6	68462.6	68382.6	66413.3	67069.1	70279.5	63742.2	36	36	36	36	36	36	36	36	36	36	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O14617-5	Isoform 5 of AP-3 complex subunit delta-1 OS=Homo sapiens GN=AP3D1	0	FALSE	Human	294.742	42	45	158	45	1	1215	136.6	7.64	518.6	45	0	0.997	0.986	0.992	0.935	1.02	0.989	0.99	1.034	1.015	16743.5	16552.1	16653.6	15699.9	17128.1	16615.7	16630.2	17373.2	17054	16795.6	16743.5	16225.3	16348.2	15541.6	15564.2	16459.2	15687.5	15586.4	16143.9	14979.5	46	46	46	46	46	46	46	46	46	46	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9NRL2	Bromodomain adjacent to zinc finger domain protein 1A OS=Homo sapiens GN=BAZ1A PE=1 SV=2	0	FALSE	Human	294.499	37	53	145	53	1	1556	178.6	6.6	478.55	53	0	1.003	0.954	0.985	1.072	1.007	1.021	1.027	0.986	0.996	15569.6	14803.1	15279.6	16631.5	15635	15838.7	15936.7	15295.6	15453.7	15519	15569.6	14510.8	14999.4	16463.8	14207.5	15689.5	15033.4	13722.5	14629	13840.9	52	52	52	52	52	52	52	52	52	52	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8NC51-3	Isoform 3 of Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1	0	FALSE	Human	294.14	61	28	226	1	1	393	43.1	8.44	825.95	28	0	1.045	0.949	1.016	0.852	0.883	1.067	1.014	1.119	0.828	545.3	495	530.4	444.4	460.8	556.6	529.3	583.8	432.1	521.8	545.3	485.2	520.7	439.9	418.7	551.4	499.3	523.8	409	465.4	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9UPN9	E3 ubiquitin-protein ligase TRIM33 OS=Homo sapiens GN=TRIM33 PE=1 SV=3	0	FALSE	Human	293.8	40	37	161	2	1	1127	122.5	6.67	626.18	37	35	1.02	0.992	1.01	0.978	1.006	0.977	0.99	0.995	1	24809.4	24129.7	24579.9	23805	24483.7	23764.9	24081.3	24205.7	24338.9	24328.1	24809.4	23653.3	24129.2	23565	22248.2	23541	22716.3	21716.3	23040	21697.5	37	37	37	37	37	37	37	37	37	37	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O75694	Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1	0	FALSE	Human	293.451	36	38	186	38	1	1391	155.1	6.16	582.84	38	0	1.008	0.977	0.998	1.095	0.984	1.023	1.036	0.95	0.954	17318.7	16780	17135.6	18800.5	16898.8	17566.4	17798.7	16313.3	16383.1	17174	17318.7	16448.7	16821.4	18611	15355.8	17400.9	16789.8	14635.6	15508.8	15317	40	40	40	40	40	40	40	40	40	40	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P15170-3	Isoform 3 of Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens GN=GSPT1	0	FALSE	Human	293.345	54	31	351	31	1	637	68.7	5.33	1198.42	31	0	0.977	0.995	0.98	0.92	1.063	0.977	0.979	1.068	1.074	38558.2	39269.8	38654.7	36299.1	41948.2	38537.7	38605.6	42112.4	42376.5	39447.4	38558.2	38494.4	37945.9	35933.1	38118.1	38174.6	36417.3	37781.3	40115	35181.9	38	38	38	38	38	38	38	38	38	38	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6PL18	ATPase family AAA domain-containing protein 2 OS=Homo sapiens GN=ATAD2 PE=1 SV=1	0	FALSE	Human	293.187	37	46	124	40	1	1390	158.5	6.32	436.13	46	6	1.002	0.97	0.993	1.092	0.983	1.025	1.019	0.962	0.965	14684.1	14213.5	14549.5	15994.8	14393.5	15008.7	14932.8	14098.7	14136.9	14649.7	14684.1	13932.9	14282.7	15833.6	13079.3	14867.3	14086.4	12648.7	13382.5	13065.6	46	46	46	46	46	46	46	46	46	46	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P62195	26S protease regulatory subunit 8 OS=Homo sapiens GN=PSMC5 PE=1 SV=1	0	FALSE	Human	292.239	69	28	364	26	1	406	45.6	7.55	1164.57	28	0	1.016	1.004	1.013	0.94	1.024	0.976	0.986	1.033	1.019	38166.1	37704.3	38042	35306.5	38468.4	36634.4	37010.8	38789.4	38267.6	37552.2	38166.1	36959.8	37344.4	34950.5	34956.1	36289.2	34912.9	34800.1	36225.4	33491.6	33	33	33	33	33	33	33	33	33	33	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q01518	Adenylyl cyclase-associated protein 1 OS=Homo sapiens GN=CAP1 PE=1 SV=5	0	FALSE	Human	292.167	65	32	249	30	1	475	51.9	8.06	854.37	32	2	1.006	1.059	1.007	0.931	1.027	0.975	0.985	1.063	1.031	36603.9	38549.7	36655.4	33880.6	37355.3	35482.1	35851.3	38669.9	37520.5	36388.4	36603.9	37788.5	35983.3	33539	33944.6	35147.9	33819.2	34692.9	35518.2	32453.7	37	37	37	37	37	37	37	37	37	37	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q15459	Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1 PE=1 SV=1	0	FALSE	Human	292.071	46	36	196	35	1	793	88.8	5.22	658.32	36	0	1.015	0.989	1.022	1.055	0.968	1.011	1.019	0.969	0.975	28810.1	28076.7	29006.8	29950.3	27498.2	28713.3	28934.5	27525.2	27678.6	28396	28810.1	27522.3	28474.9	29648.3	24987.5	28442.8	27294.4	24694.3	26201.5	25325.5	40	40	40	40	40	40	40	40	40	40	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	E7EUI8	Glucose-6-phosphate 1-dehydrogenase (Fragment) OS=Homo sapiens GN=G6PD PE=1 SV=3	0	FALSE	Human	292.035	83	26	655	1	1	339	38.5	6.55	2453.24	26	0	0.95	1.111	0.937	0.983	0.978	0.965	0.972	1.053	1.005	706.8	826.8	697	731.6	728.1	718.1	723.1	783.8	748.1	744.3	706.8	810.5	684.3	724.3	661.7	711.3	682.1	703.1	708.2	663.8	2	2	2	2	2	2	2	2	2	2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P11717	Cation-independent mannose-6-phosphate receptor OS=Homo sapiens GN=IGF2R PE=1 SV=3	0	FALSE	Human	291.839	28	60	106	60	1	2491	274.2	5.94	362.04	60	0	1.044	1.048	1.051	1.105	0.917	1.031	1.038	0.915	0.931	15081.4	15138.1	15186.6	15969	13246.2	14895.2	14997	13221.7	13445.3	14448.9	15081.4	14839.2	14908.1	15808	12036.8	14754.8	14146.9	11861.9	12727.8	12886.5	58	58	58	58	58	58	58	58	58	58	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P50991	T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4	0	FALSE	Human	291.818	68	29	416	28	1	539	57.9	7.83	1456.76	29	0	1	1.009	0.978	0.91	1.064	0.96	0.979	1.066	1.037	47833.1	48291.5	46792	43522.1	50919.3	45952.8	46860.6	51002	49602.2	47845.6	47833.1	47338	45934	43083.3	46270.1	45519.9	44204.4	45756.6	46955.1	42672	34	34	34	34	34	34	34	34	34	34	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P42285	Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3	0	FALSE	Human	291.697	49	49	177	48	1	1042	117.7	6.52	588.51	49	1	1.038	0.992	1.015	1.049	0.991	1	1.023	0.984	0.98	21936.3	20962.9	21461	22171.5	20957.6	21135.2	21624.9	20807.5	20713.8	21138.5	21936.3	20549	21067.5	21948	19044.1	20936.1	20399.1	18667.6	19608.4	18852.8	51	51	51	51	51	51	51	51	51	51	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y2A7-2	Isoform 2 of Nck-associated protein 1 OS=Homo sapiens GN=NCKAP1	0	FALSE	Human	291.399	41	43	154	43	1	1134	129.4	6.68	496.19	43	0	1.009	1.009	1.008	0.941	1.035	0.981	0.983	1.042	1.022	20835.1	20835	20820.3	19435	21371.3	20254.3	20299.8	21523.6	21113.3	20656.3	20835.1	20423.6	20438.5	19239.1	19420	20063.5	19149.1	19310	19986.6	18422.7	48	48	48	48	48	48	48	48	48	48	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O95817	BAG family molecular chaperone regulator 3 OS=Homo sapiens GN=BAG3 PE=1 SV=3	0	FALSE	Human	291.358	70	30	136	17	1	575	61.6	6.95	527.83	30	14	0.983	1.037	1.016	1.008	0.94	1.02	1.025	0.991	0.987	15174.4	16011.5	15695.7	15560.6	14512.4	15751.4	15828.8	15296.9	15243.1	15441.8	15174.4	15695.4	15407.9	15403.7	13187.4	15603.1	14931.6	13723.7	14429.6	13772.1	33	33	33	33	33	33	33	33	33	33	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P50454	Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2	0	FALSE	Human	291.078	59	24	346	24	1	418	46.4	8.69	1490.1	24	0	1.008	0.98	0.996	1.051	0.97	1.005	0.992	0.944	0.953	47887.9	46544.6	47317.4	49907.6	46050.5	47715.8	47104.3	44841.8	45240.9	47484.8	47887.9	45625.6	46449.7	49404.4	41845.9	47266.2	44434.3	40230	42826.6	42350.2	27	27	27	27	27	27	27	27	27	27	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9BQS8-4	Isoform 4 of FYVE and coiled-coil domain-containing protein 1 OS=Homo sapiens GN=FYCO1	0	FALSE	Human	291.037	42	53	115	52	1	1498	168.8	4.93	379	53	0	0.999	1	1.026	1.018	0.97	1.017	1.007	0.983	0.997	12216.8	12233.9	12542.1	12452	11858.6	12439.5	12314.3	12020.1	12194.5	12229.4	12216.8	11992.3	12312.1	12326.5	10775.8	12322.4	11616.3	10783.9	11543.7	10907	49	49	49	49	49	49	49	49	49	49	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P04792	Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2	0	FALSE	Human	291.013	90	21	1240	21	1	205	22.8	6.4	5119.29	21	0	0.957	1.085	0.982	0.923	0.988	0.979	0.974	1.045	1.026	122252.5	138549	125447.9	117917	126221.8	124966.1	124334.2	133479.9	130966.8	127694.2	122252.5	135813.3	123147.5	116728.2	114697.1	123788.8	117286.6	119752	123977.6	113886.5	23	23	23	23	23	23	23	23	23	23	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q16822	"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Homo sapiens GN=PCK2 PE=1 SV=3"	0	FALSE	Human	290.883	63	32	280	10	1	640	70.7	7.62	1010.31	32	26	1.028	0.992	1.022	1.091	0.958	1.034	1.053	0.928	0.937	30280.1	29218.1	30110.2	32147.1	28223.1	30453.9	31024.2	27345.1	27600.9	29461.3	30280.1	28641.2	29558.1	31823	25646.2	30167	29265.7	24532.7	26127.9	26275.6	36	36	36	36	36	36	36	36	36	36	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y230	RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=3	0	FALSE	Human	290.478	73	32	268	32	1	463	51.1	5.64	950.46	32	0	1.001	1.021	1.006	0.982	1.018	0.995	1	1.012	1.009	35833.2	36559.8	36023.5	35173.7	36440.6	35615.2	35817.6	36224.9	36111.1	35800.7	35833.2	35837.9	35362.9	34819.1	33113.4	35279.7	33787.4	32499.3	34184	31929.5	38	38	38	38	38	38	38	38	38	38	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O75116	Rho-associated protein kinase 2 OS=Homo sapiens GN=ROCK2 PE=1 SV=4	0	FALSE	Human	289.612	42	60	125	50	1	1388	160.8	6.02	419.49	60	9	0.968	0.991	0.974	0.914	1.031	0.971	0.954	1.048	1.058	17032.2	17443.7	17140.4	16078	18135.9	17091.7	16787.1	18435.7	18626.3	17597.2	17032.2	17099.3	16826.1	15915.9	16480	16930.7	15835.5	16539.6	17632.3	15694.4	57	57	57	57	57	57	57	57	57	57	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q99459	Cell division cycle 5-like protein OS=Homo sapiens GN=CDC5L PE=1 SV=2	0	FALSE	Human	289.466	62	42	187	41	1	802	92.2	8.18	665.6	42	1	1.002	0.964	1	1.062	0.974	1.037	1.021	0.957	0.971	22905.7	22039.7	22862.3	24291.9	22277.4	23706	23341.2	21888.7	22204.4	22865.1	22905.7	21604.5	22443	24047	20243.3	23482.7	22018.2	19637.5	21019.4	20392.7	44	44	44	44	44	44	44	44	44	44	High	High	High	High	High	High	High	High	High	High	
