CON1	CON2	CON3	shRNA1	shRNA2	shRNA3	Accession	Description	Genename
25239.3	24857.5	24976.5	24592.1	24323.6	24455.6	A0AVT1	Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens GN=UBA6 PE=1 SV=1	UBA6
3105.9	3146.6	3086.4	3026.4	3201.8	3078.3	P55011	Solute carrier family 12 member 2 OS=Homo sapiens GN=SLC12A2 PE=1 SV=1	SLC12A2
45069.1	44783.3	44205	43918.3	43208.1	43677.2	P41250	Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3	GARS
5693.9	5639.8	5720.2	5548.6	5551.8	5405.8	Q13501	Sequestosome-1 OS=Homo sapiens GN=SQSTM1 PE=1 SV=1	SQSTM1
32380	31861.7	32076.1	31553.7	32011	31621.1	E7EQT4	Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1 PE=1 SV=2	ACIN1
4821.2	4912.8	4651.9	4698.2	4652	4613.4	Q9UNZ5	Leydig cell tumor 10 kDa protein homolog OS=Homo sapiens GN=C19orf53 PE=1 SV=1	C19orf53
49690.9	50517.2	49695.8	48424.7	47883	48033.4	Q14573	"Inositol 1,4,5-trisphosphate receptor type 3 OS=Homo sapiens GN=ITPR3 PE=1 SV=2"	ITPR3
2666.9	2662.4	2665.8	2599	2621.5	2570.6	P56556	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens GN=NDUFA6 PE=1 SV=3	NDUFA6
9654.7	9171.6	9452.4	9409	9229.1	9300.4	Q99986	Serine/threonine-protein kinase VRK1 OS=Homo sapiens GN=VRK1 PE=1 SV=1	VRK1
1215.9	1372.3	1225.8	1185	1223.9	1212.5	Q13905-3	Isoform 3 of Rap guanine nucleotide exchange factor 1 OS=Homo sapiens GN=RAPGEF1	RAPGEF1
5884	5920.3	5946.7	5734.4	5839.7	5856.7	Q16763	Ubiquitin-conjugating enzyme E2 S OS=Homo sapiens GN=UBE2S PE=1 SV=2	UBE2S
1201	1197.4	1182	1170.5	1222.8	1159.9	A0A087WXK8	Chromosome 20 open reading frame 129 OS=Homo sapiens GN=FAM83D PE=1 SV=1	FAM83D
39323	39621.3	38697.7	38323.7	38896	38767.1	P46783	40S ribosomal protein S10 OS=Homo sapiens GN=RPS10 PE=1 SV=1	RPS10
383.5	355.1	378.2	373.8	358.2	357.2	Q9H6K1	Uncharacterized protein C6orf106 OS=Homo sapiens GN=C6orf106 PE=1 SV=2	C6orf106
6484.8	6630.4	6716.2	6320.8	6183.3	6428.4	Q5T5H1	Alpha-endosulfine OS=Homo sapiens GN=ENSA PE=1 SV=1	ENSA
23417	23141.8	22996.1	22825.5	23316.9	23309.7	Q9Y265	RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1	RUVBL1
1983.4	1906.9	1965.3	1933.3	1876.4	1940.7	K7EM18	Eukaryotic translation initiation factor 1 OS=Homo sapiens GN=EIF1 PE=1 SV=1	EIF1
1757.8	1684.1	1763.6	1713.5	1757.6	1727.6	O75554	WW domain-binding protein 4 OS=Homo sapiens GN=WBP4 PE=1 SV=1	WBP4
425	427.1	399.2	414.3	398	427.2	Q86SE9	Polycomb group RING finger protein 5 OS=Homo sapiens GN=PCGF5 PE=1 SV=1	PCGF5
3764.2	3743.4	3763.8	3669.4	3728.6	3643.1	Q15057	"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens GN=ACAP2 PE=1 SV=3"	ACAP2
50136.2	50191.6	49687	48874	49328	49470.8	Q13310-3	Isoform 3 of Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4	PABPC4
771	860.3	760	751.6	757.4	773.8	Q14191	Werner syndrome ATP-dependent helicase OS=Homo sapiens GN=WRN PE=1 SV=2	WRN
21068.3	21235.8	20941.2	20538.4	21432.1	21493	Q12904-2	Isoform 2 of Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1	AIMP1
22712	23664.1	22494.1	22141.6	23007.5	22725.7	P62277	40S ribosomal protein S13 OS=Homo sapiens GN=RPS13 PE=1 SV=2	RPS13
1962.8	1929	1966.4	1913.5	1979.4	1936.4	Q96AH0	SOSS complex subunit B2 OS=Homo sapiens GN=NABP1 PE=1 SV=1	NABP1
11079.1	10928.3	11064.3	10800.9	10896.5	10783.3	P46063	ATP-dependent DNA helicase Q1 OS=Homo sapiens GN=RECQL PE=1 SV=3	RECQL
4173	4078.2	4151.1	4068.2	4132.4	4188	Q86WB0	Nuclear-interacting partner of ALK OS=Homo sapiens GN=ZC3HC1 PE=1 SV=1	ZC3HC1
620.9	617.3	649.9	605.3	620.4	616.8	O00472	RNA polymerase II elongation factor ELL2 OS=Homo sapiens GN=ELL2 PE=1 SV=2	ELL2
12803	12536.7	12835.6	12481.9	12185.1	12235.8	Q13464	Rho-associated protein kinase 1 OS=Homo sapiens GN=ROCK1 PE=1 SV=1	ROCK1
5689.5	5366.8	5529.5	5547.1	5424.8	5669.6	P14927	Cytochrome b-c1 complex subunit 7 OS=Homo sapiens GN=UQCRB PE=1 SV=2	UQCRB
2444.7	2455.4	2460	2383.5	2345.3	2480.1	P05161	Ubiquitin-like protein ISG15 OS=Homo sapiens GN=ISG15 PE=1 SV=5	ISG15
50359.1	48757.6	50797.2	49099.6	48006.4	48010.9	P33176	Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1	KIF5B
4697.6	4633.6	4747.5	4580.3	4628.3	4630.2	Q07617	Sperm-associated antigen 1 OS=Homo sapiens GN=SPAG1 PE=1 SV=3	SPAG1
4671.4	4701.9	4739.9	4555	4592.5	4582.7	Q9UBV8	Peflin OS=Homo sapiens GN=PEF1 PE=1 SV=1	PEF1
2003	2114.5	1963.6	1953.1	2059.5	1938.8	Q9NYU1	UDP-glucose:glycoprotein glucosyltransferase 2 OS=Homo sapiens GN=UGGT2 PE=1 SV=4	UGGT2
76198.4	74439.5	75593.9	74305.3	74372.7	74992.5	Q14152	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1	EIF3A
1498.9	1489.9	1470.2	1461.7	1534.6	1535.7	Q99666	RANBP2-like and GRIP domain-containing protein 5/6 OS=Homo sapiens GN=RGPD5 PE=1 SV=3	RGPD5
1104.3	1056.2	1123	1076.9	1021.4	1049.6	O14618	Copper chaperone for superoxide dismutase OS=Homo sapiens GN=CCS PE=1 SV=1	CCS
231	251.9	228.5	225.3	219.8	227.3	H7C0S8	Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=2	ASL
270.1	274.5	270.1	263.4	275.7	266.1	Q6ZNJ1	Neurobeachin-like protein 2 OS=Homo sapiens GN=NBEAL2 PE=1 SV=2	NBEAL2
1591.6	1584.7	1641	1552.2	1592.7	1556.9	P26374	Rab proteins geranylgeranyltransferase component A 2 OS=Homo sapiens GN=CHML PE=1 SV=2	CHML
2040.1	1986.5	1945.4	1989.6	2031.4	2017.4	Q96HY7	"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial OS=Homo sapiens GN=DHTKD1 PE=1 SV=2"	DHTKD1
339.1	353.2	341.6	330.7	296.3	334.6	Q14157-1	Isoform 2 of Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L	UBAP2L
28986.6	29276.4	29075.8	28269.4	27794.8	28105.6	P39687	Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1	ANP32A
4880.9	5028.3	4867.9	4760.1	4800.2	4729.3	O60645	Exocyst complex component 3 OS=Homo sapiens GN=EXOC3 PE=1 SV=2	EXOC3
22042.9	21606.2	22050.1	21497.6	21565.9	21890.4	P43686	26S protease regulatory subunit 6B OS=Homo sapiens GN=PSMC4 PE=1 SV=2	PSMC4
12872.1	12751.3	12870	12553.8	12369.5	12619.6	Q92769	Histone deacetylase 2 OS=Homo sapiens GN=HDAC2 PE=1 SV=2	HDAC2
578.5	581.9	578	564.2	587.1	595.7	O95243	Methyl-CpG-binding domain protein 4 OS=Homo sapiens GN=MBD4 PE=1 SV=1	MBD4
2182.2	2276.5	2208.4	2128.4	2236	2212.7	P42330	Aldo-keto reductase family 1 member C3 OS=Homo sapiens GN=AKR1C3 PE=1 SV=4	AKR1C3
27768.8	27034.2	27375.9	27084.7	27112.7	27109.1	B1AK88	"Capping protein (Actin filament) muscle Z-line, beta, isoform CRA_d OS=Homo sapiens GN=CAPZB PE=1 SV=1"	CAPZB
173.2	190	181.9	168.9	195.5	178.6	Q12959-2	Isoform 2 of Disks large homolog 1 OS=Homo sapiens GN=DLG1	DLG1
24082.3	23380	23874.5	23489.4	23083.8	23314.6	O95757	Heat shock 70 kDa protein 4L OS=Homo sapiens GN=HSPA4L PE=1 SV=3	HSPA4L
12166.7	12154.8	12127.4	11867.2	12195	12115.6	G3V1L9	"Tight junction protein 1 (Zona occludens 1), isoform CRA_a OS=Homo sapiens GN=TJP1 PE=1 SV=1"	TJP1
17276.1	16947.1	17334.2	16851.1	16915.7	16983.5	P25786-2	Isoform Long of Proteasome subunit alpha type-1 OS=Homo sapiens GN=PSMA1	PSMA1
165.3	157.5	151.5	161.2	153.3	162.6	Q9P0N9	TBC1 domain family member 7 OS=Homo sapiens GN=TBC1D7 PE=1 SV=1	TBC1D7
3724.6	3652.9	3762.5	3633.1	3581	3621.8	P34896	"Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens GN=SHMT1 PE=1 SV=1"	SHMT1
9971.2	9705.5	9721.1	9726.3	9903.9	9929	Q9UKX7	Nuclear pore complex protein Nup50 OS=Homo sapiens GN=NUP50 PE=1 SV=2	NUP50
2409.9	2436.8	2433	2350.8	2539.5	2431.4	Q9BQE4	Selenoprotein S OS=Homo sapiens GN=VIMP PE=1 SV=3	VIMP
6926.5	6836.8	6602.6	6756.6	6920.2	6766.5	Q92522	Histone H1x OS=Homo sapiens GN=H1FX PE=1 SV=1	H1FX
18576.2	18419	18219.1	18120.8	18677.2	18594.8	P55084	"Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens GN=HADHB PE=1 SV=3"	HADHB
40941.2	40449.7	40906.2	39938.9	40095.6	40106.3	P26640	Valine--tRNA ligase OS=Homo sapiens GN=VARS PE=1 SV=4	VARS
73694.5	73287.8	73711.2	71890.7	73247.1	72332.8	P49327	Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3	FASN
565.2	559.1	525.6	551.4	566.8	534.8	Q8TAP6	Centrosomal protein of 76 kDa OS=Homo sapiens GN=CEP76 PE=1 SV=1	CEP76
6226.7	6284.1	5990.8	6074.4	6198.3	6279.1	J3KR35	"Coiled-coil domain containing 12, isoform CRA_a OS=Homo sapiens GN=CCDC12 PE=1 SV=1"	CCDC12
274.1	411.9	287.1	267.4	285.7	293.6	Q13163	Dual specificity mitogen-activated protein kinase kinase 5 OS=Homo sapiens GN=MAP2K5 PE=1 SV=2	MAP2K5
106.5	101.3	101.7	103.9	92.5	100.1	Q86XN6-2	Isoform 2 of Zinc finger protein 761 OS=Homo sapiens GN=ZNF761	ZNF761
7715.8	7620.9	7697.5	7527.4	7526.4	7620.7	P25787	Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2	PSMA2
4645.4	4701.2	4706.2	4532	4638.9	4525.9	Q8WZA9	Immunity-related GTPase family Q protein OS=Homo sapiens GN=IRGQ PE=1 SV=1	IRGQ
4418	4342.1	4412.4	4310.2	4190.7	4163.5	P28072	Proteasome subunit beta type-6 OS=Homo sapiens GN=PSMB6 PE=1 SV=4	PSMB6
3623.2	3603.5	3678.5	3534.9	3559.6	3529.1	O00273	DNA fragmentation factor subunit alpha OS=Homo sapiens GN=DFFA PE=1 SV=1	DFFA
14652.4	15389.7	15785.9	14295.6	15050.3	13763.1	H7C2N1	Thymosin alpha-1 (Fragment) OS=Homo sapiens GN=PTMA PE=1 SV=1	PTMA
5065.6	5031.2	5051.5	4942.3	4940.8	4902.7	Q9UJW0	Dynactin subunit 4 OS=Homo sapiens GN=DCTN4 PE=1 SV=1	DCTN4
1694	1715.8	1667.7	1652.8	1670.5	1690.1	Q15334	Lethal(2) giant larvae protein homolog 1 OS=Homo sapiens GN=LLGL1 PE=1 SV=3	LLGL1
297	292.8	284.6	289.8	289	298.4	Q9BWT7	Caspase recruitment domain-containing protein 10 OS=Homo sapiens GN=CARD10 PE=2 SV=2	CARD10
739.7	726.9	725.8	721.8	754.6	740.8	O94986	Centrosomal protein of 152 kDa OS=Homo sapiens GN=CEP152 PE=1 SV=4	CEP152
10393.6	10382.3	10531.9	10142.1	9900.5	9933.8	O75436	Vacuolar protein sorting-associated protein 26A OS=Homo sapiens GN=VPS26A PE=1 SV=2	VPS26A
7383.1	7229.5	7351	7204.6	6745.9	6762.9	Q8N6T3	ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens GN=ARFGAP1 PE=1 SV=2	ARFGAP1
14127.9	13740	14025.4	13786.4	13913.9	13962.9	O43399-7	Isoform 7 of Tumor protein D54 OS=Homo sapiens GN=TPD52L2	TPD52L2
1872.3	1851.9	1885.7	1827.1	1910.3	1846	Q9NZC3	Glycerophosphodiester phosphodiesterase 1 OS=Homo sapiens GN=GDE1 PE=1 SV=1	GDE1
21337.4	20651.5	21672.2	20822.2	20153.7	20217.8	P52209	"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens GN=PGD PE=1 SV=3"	PGD
9411.6	8892.6	8772.4	9184.4	9312	9289.2	P61927	60S ribosomal protein L37 OS=Homo sapiens GN=RPL37 PE=1 SV=2	RPL37
2210.2	2174.8	2143.2	2156.9	2182.9	2114.1	O75569	Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens GN=PRKRA PE=1 SV=1	PRKRA
2066.4	2032.4	2113.4	2016.6	2050.1	2015.6	Q13033	Striatin-3 OS=Homo sapiens GN=STRN3 PE=1 SV=3	STRN3
200.4	209.6	222.5	195.6	195.2	204.4	P16157-14	Isoform Er13 of Ankyrin-1 OS=Homo sapiens GN=ANK1	ANK1
1261.9	1197.4	1197.7	1231.6	1219.9	1254.6	O14832	"Phytanoyl-CoA dioxygenase, peroxisomal OS=Homo sapiens GN=PHYH PE=1 SV=1"	PHYH
3869.2	4033.3	3903.4	3776.3	3958.2	3798.9	Q96EN8	Molybdenum cofactor sulfurase OS=Homo sapiens GN=MOCOS PE=1 SV=2	MOCOS
13039.2	13079.1	12953.8	12726.4	12784.8	12858.6	Q9ULU4-13	Isoform 13 of Protein kinase C-binding protein 1 OS=Homo sapiens GN=ZMYND8	ZMYND8
3802.2	3727.7	3774.3	3711	3887	3814.6	Q8WUQ7-2	Isoform 2 of Cactin OS=Homo sapiens GN=CACTIN	CACTIN
7417.3	7253.5	7113.1	7239.8	7286	7323.9	P49711	Transcriptional repressor CTCF OS=Homo sapiens GN=CTCF PE=1 SV=1	CTCF
3492.7	3516.7	3590.6	3409.1	3589.8	3415.2	Q00403	Transcription initiation factor IIB OS=Homo sapiens GN=GTF2B PE=1 SV=1	GTF2B
6079.2	6034.8	6034.9	5933.8	5904.7	5940.2	Q99598	Translin-associated protein X OS=Homo sapiens GN=TSNAX PE=1 SV=1	TSNAX
1160.3	1126.1	1151.4	1132.6	1178.2	1198.9	Q9H6Y7	E3 ubiquitin-protein ligase RNF167 OS=Homo sapiens GN=RNF167 PE=1 SV=1	RNF167
1242.6	1320.2	1271.5	1213	1242.9	1266.6	Q03468	DNA excision repair protein ERCC-6 OS=Homo sapiens GN=ERCC6 PE=1 SV=1	ERCC6
721.8	762.9	754	704.6	723	725.8	G3V2U7	Acylphosphatase OS=Homo sapiens GN=ACYP1 PE=3 SV=1	ACYP1
149.3	151.7	158.6	145.8	158.9	144.7	Q9H8E8	Cysteine-rich protein 2-binding protein OS=Homo sapiens GN=CSRP2BP PE=1 SV=3	CSRP2BP
10629.3	10656.8	10773.2	10377	10581.9	10369.9	O14929	Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1	HAT1
5383.2	5205.6	5212.3	5255.7	5197.3	5182.2	A0A087WYD6	Antigen peptide transporter 2 OS=Homo sapiens GN=TAP2 PE=1 SV=1	TAP2
11550.3	11108	11473.8	11276.8	11144.2	11123.2	Q9NUU7	ATP-dependent RNA helicase DDX19A OS=Homo sapiens GN=DDX19A PE=1 SV=1	DDX19A
222.5	230.9	242.3	217.2	201.2	195.5	Q9H361	Polyadenylate-binding protein 3 OS=Homo sapiens GN=PABPC3 PE=1 SV=2	PABPC3
4243.4	4283.5	4330.9	4143.1	4293.3	4195.2	A0A087WT12	"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial OS=Homo sapiens GN=GPX4 PE=1 SV=1"	GPX4
3988.8	3963.1	3974.6	3894.5	3895.6	3907.9	Q6P9B6	TLD domain-containing protein 1 OS=Homo sapiens GN=TLDC1 PE=1 SV=2	TLDC1
5316.9	5413.7	5398.7	5191.3	5376.5	5304.1	P52434	"DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Homo sapiens GN=POLR2H PE=1 SV=4"	POLR2H
1596.6	1612	1613.6	1559	1575.6	1550.5	Q8IUH4	Palmitoyltransferase ZDHHC13 OS=Homo sapiens GN=ZDHHC13 PE=1 SV=3	ZDHHC13
843.3	829.8	833	823.5	850.7	824.2	P51530	DNA replication ATP-dependent helicase/nuclease DNA2 OS=Homo sapiens GN=DNA2 PE=1 SV=3	DNA2
4602.8	4492.3	4560.3	4494.7	4586.1	4583.5	Q9NRF9	DNA polymerase epsilon subunit 3 OS=Homo sapiens GN=POLE3 PE=1 SV=1	POLE3
448.9	411.3	401.1	438.4	449.4	428.1	Q9BW60	Elongation of very long chain fatty acids protein 1 OS=Homo sapiens GN=ELOVL1 PE=1 SV=1	ELOVL1
2933.1	2942.1	2905.4	2864.4	3019.5	2907.5	P55201	Peregrin OS=Homo sapiens GN=BRPF1 PE=1 SV=2	BRPF1
30697.8	29429.8	30485.6	29979.1	29868.7	30636.4	P07339	Cathepsin D OS=Homo sapiens GN=CTSD PE=1 SV=1	CTSD
29786	29732.3	29687.8	29089.8	28887	29117.7	Q15366-3	Isoform 3 of Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2	PCBP2
935.2	893.3	942	913.3	967.3	951.9	I3L3Y9	G protein pathway suppressor 2 (Fragment) OS=Homo sapiens GN=GPS2 PE=4 SV=1	GPS2
2196.9	2215.3	2248.1	2145.6	2232.6	2258.6	Q16656-4	Isoform 4 of Nuclear respiratory factor 1 OS=Homo sapiens GN=NRF1	NRF1
3762.3	3699.7	3722.1	3674.5	3634.2	3584.8	O75351	Vacuolar protein sorting-associated protein 4B OS=Homo sapiens GN=VPS4B PE=1 SV=2	VPS4B
3096	3113.2	3185	3023.9	3072.2	3007.7	Q9UNI6	Dual specificity protein phosphatase 12 OS=Homo sapiens GN=DUSP12 PE=1 SV=1	DUSP12
607.6	598.1	615.8	593.5	560	603.6	O14907	Tax1-binding protein 3 OS=Homo sapiens GN=TAX1BP3 PE=1 SV=2	TAX1BP3
2240	2239.3	2236.9	2188.1	2377.7	2250.9	Q9NSK0-3	Isoform 3 of Kinesin light chain 4 OS=Homo sapiens GN=KLC4	KLC4
581	643.3	586.3	567.6	615.2	572	A0A088AWN8	Nuclear prelamin A recognition factor OS=Homo sapiens GN=NARF PE=4 SV=1	NARF
140.4	150.6	148.7	137.2	146.7	143.2	Q8NFZ5	TNFAIP3-interacting protein 2 OS=Homo sapiens GN=TNIP2 PE=1 SV=1	TNIP2
12880	12786	12909.3	12582.5	12758.9	12668	O96019	Actin-like protein 6A OS=Homo sapiens GN=ACTL6A PE=1 SV=1	ACTL6A
3774.8	3809.4	3915	3687.6	3585.3	3573.2	Q9Y5Z4	Heme-binding protein 2 OS=Homo sapiens GN=HEBP2 PE=1 SV=1	HEBP2
7008.3	6991.1	6925.2	6846.6	7059.2	7098.3	Q9UK61	Protein FAM208A OS=Homo sapiens GN=FAM208A PE=1 SV=3	FAM208A
1307.6	1336.3	1314	1277.5	1452.2	1353.4	Q9Y2K6	Ubiquitin carboxyl-terminal hydrolase 20 OS=Homo sapiens GN=USP20 PE=1 SV=2	USP20
955.3	1228.3	958.8	933.3	984.6	980.7	P52630	Signal transducer and activator of transcription 2 OS=Homo sapiens GN=STAT2 PE=1 SV=1	STAT2
5068.3	5255.4	4989.5	4951.6	5141.7	5036.2	O94923	D-glucuronyl C5-epimerase OS=Homo sapiens GN=GLCE PE=1 SV=3	GLCE
11463.2	11466.4	11339.8	11199.4	11293.9	11106.8	Q96A65	Exocyst complex component 4 OS=Homo sapiens GN=EXOC4 PE=1 SV=1	EXOC4
1452	1488.2	1479.1	1418.6	1578.8	1523.9	O60637	Tetraspanin-3 OS=Homo sapiens GN=TSPAN3 PE=2 SV=1	TSPAN3
2072.6	2131.6	2065.8	2025	2179.5	2200.5	Q9NWM8	Peptidyl-prolyl cis-trans isomerase FKBP14 OS=Homo sapiens GN=FKBP14 PE=1 SV=1	FKBP14
688.3	690.6	695	672.5	717.6	722.5	B3KW44	Methyltransferase-like protein 8 OS=Homo sapiens GN=METTL8 PE=1 SV=1	METTL8
14228.8	14440.7	14263.3	13902.4	14300.3	14199.7	P13073	"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens GN=COX4I1 PE=1 SV=1"	COX4I1
7023.6	6704.6	6774.1	6862.5	7183.8	7061.1	P15529	Membrane cofactor protein OS=Homo sapiens GN=CD46 PE=1 SV=3	CD46
156.7	153.2	178.3	153.1	186.6	153.6	F8VRH0	Poly(rC)-binding protein 2 (Fragment) OS=Homo sapiens GN=PCBP2 PE=1 SV=2	PCBP2
8005.5	7930.2	8222.2	7822	7617	7645.4	O95747	Serine/threonine-protein kinase OSR1 OS=Homo sapiens GN=OXSR1 PE=1 SV=1	OXSR1
13275.6	13017.2	13272.4	12971.6	12816.7	12937	P17174	"Aspartate aminotransferase, cytoplasmic OS=Homo sapiens GN=GOT1 PE=1 SV=3"	GOT1
5262.8	5206.1	5000.2	5142.5	5236.1	5299.3	O00479	High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens GN=HMGN4 PE=1 SV=3	HMGN4
4606.2	4534.7	4682.6	4501	4604.7	4499.9	Q9HB07	"UPF0160 protein MYG1, mitochondrial OS=Homo sapiens GN=C12orf10 PE=1 SV=2"	C12orf10
26204.8	25677.5	26325.8	25606.6	25662.5	25803.3	P31939	Bifunctional purine biosynthesis protein PURH OS=Homo sapiens GN=ATIC PE=1 SV=3	ATIC
6711.9	6728.4	6639.5	6558.7	6846.9	6730	Q9UBB9	Tuftelin-interacting protein 11 OS=Homo sapiens GN=TFIP11 PE=1 SV=1	TFIP11
24705.3	23921.9	24555	24141.8	23546.4	24000.7	O76094	Signal recognition particle subunit SRP72 OS=Homo sapiens GN=SRP72 PE=1 SV=3	SRP72
1322.3	1300.2	1352.1	1292.2	1294.9	1321.9	Q86UA6-8	Isoform 8 of RPA-interacting protein OS=Homo sapiens GN=RPAIN	RPAIN
12573.9	13438.6	12575.7	12287.9	12470.8	12668.7	Q9UKJ3	G patch domain-containing protein 8 OS=Homo sapiens GN=GPATCH8 PE=1 SV=2	GPATCH8
604.7	593.8	601.9	591	600.8	616.4	A6NIH7	Protein unc-119 homolog B OS=Homo sapiens GN=UNC119B PE=1 SV=1	UNC119B
646.5	609.9	641.2	631.8	613.8	634.8	Q8IXJ9	Putative Polycomb group protein ASXL1 OS=Homo sapiens GN=ASXL1 PE=1 SV=3	ASXL1
708.7	664.4	720.2	692.6	692.6	745	Q6DHV7	Adenosine deaminase-like protein OS=Homo sapiens GN=ADAL PE=2 SV=2	ADAL
606.7	607	609	593	562.6	598.9	Q5TA50	Ceramide-1-phosphate transfer protein OS=Homo sapiens GN=CPTP PE=1 SV=1	CPTP
33879.9	33466.2	33590.1	33112.9	32642.5	33036.3	P17980	26S protease regulatory subunit 6A OS=Homo sapiens GN=PSMC3 PE=1 SV=3	PSMC3
428.9	414	430.1	419.2	468.1	441.6	Q8IUC6	TIR domain-containing adapter molecule 1 OS=Homo sapiens GN=TICAM1 PE=1 SV=1	TICAM1
969.3	909	950.4	947.4	921.2	968	Q5STZ8	ATP-binding cassette sub-family F member 1 (Fragment) OS=Homo sapiens GN=ABCF1 PE=1 SV=4	ABCF1
348.8	364.4	359.9	340.9	364.4	361.4	P0CK96	Solute carrier family 35 member E2B OS=Homo sapiens GN=SLC35E2B PE=2 SV=1	SLC35E2B
10740.3	10390.7	10800	10497.8	10105.9	10161.5	Q9H444	Charged multivesicular body protein 4b OS=Homo sapiens GN=CHMP4B PE=1 SV=1	CHMP4B
4121.2	4142.6	4173	4028.3	4068.2	4008.5	Q7L7X3	Serine/threonine-protein kinase TAO1 OS=Homo sapiens GN=TAOK1 PE=1 SV=1	TAOK1
18346.9	18384.9	18501.2	17933.4	17768.6	17791.4	O95071	E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens GN=UBR5 PE=1 SV=2	UBR5
1554.4	1555.7	1543.5	1519.4	1601.6	1547.9	Q92540-4	Isoform 4 of Protein SMG7 OS=Homo sapiens GN=SMG7	SMG7
19809.8	19787	19994.1	19364.9	19311.3	19127.1	Q9H0U4	Ras-related protein Rab-1B OS=Homo sapiens GN=RAB1B PE=1 SV=1	RAB1B
4081.9	4006	4032.6	3990.3	4030.8	3984.7	Q9BU76	Multiple myeloma tumor-associated protein 2 OS=Homo sapiens GN=MMTAG2 PE=1 SV=1	MMTAG2
18644.5	18101	18664.7	18226.4	17939.8	18099.6	Q9Y295	Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens GN=DRG1 PE=1 SV=1	DRG1
2101.3	2086.3	2091.7	2054.3	2052.9	2110.5	O43318	Mitogen-activated protein kinase kinase kinase 7 OS=Homo sapiens GN=MAP3K7 PE=1 SV=1	MAP3K7
148	149	151.8	144.7	175.1	158.8	Q9ULJ8-3	Isoform 3 of Neurabin-1 OS=Homo sapiens GN=PPP1R9A	PPP1R9A
15972.3	15632.8	15907.6	15615.5	15742.2	15693.8	Q92576	PHD finger protein 3 OS=Homo sapiens GN=PHF3 PE=1 SV=3	PHF3
89.7	73.4	91.6	87.7	88.3	99.9	P35609-2	Isoform 2 of Alpha-actinin-2 OS=Homo sapiens GN=ACTN2	ACTN2
516.7	508.9	489.6	505.2	535.8	513.2	P53367-2	Isoform A of Arfaptin-1 OS=Homo sapiens GN=ARFIP1	ARFIP1
692.2	629.5	730	676.8	612.5	660.4	Q12955	Ankyrin-3 OS=Homo sapiens GN=ANK3 PE=1 SV=3	ANK3
2723.9	2716.1	2689.5	2663.3	2661.7	2633.3	Q5XPI4-2	Isoform 2 of E3 ubiquitin-protein ligase RNF123 OS=Homo sapiens GN=RNF123	RNF123
1643.6	1620.2	1669	1607.1	1548.5	1587	Q9NQT8	Kinesin-like protein KIF13B OS=Homo sapiens GN=KIF13B PE=1 SV=2	KIF13B
2672.1	2584	2648.3	2612.8	2519.5	2580.1	Q9H6D7	HAUS augmin-like complex subunit 4 OS=Homo sapiens GN=HAUS4 PE=1 SV=1	HAUS4
1274.6	1220.7	1293.2	1246.3	1246.3	1286.3	Q96HR8	H/ACA ribonucleoprotein complex non-core subunit NAF1 OS=Homo sapiens GN=NAF1 PE=1 SV=2	NAF1
27863.2	27379	27853.5	27245.3	27567.2	27445.6	Q96KP4	Cytosolic non-specific dipeptidase OS=Homo sapiens GN=CNDP2 PE=1 SV=2	CNDP2
22740.5	22871.5	22529.3	22236.3	23304.1	22852.4	Q6ZRP7	Sulfhydryl oxidase 2 OS=Homo sapiens GN=QSOX2 PE=1 SV=3	QSOX2
