Entry	Entry name	Status	Protein names	Organism	Length	Gene symbol	Alias Genes
P0DH78	RN224_HUMAN	reviewed	RING finger protein 224	Homo sapiens (Human)	156	RNF224	NA
P51151	RAB9A_HUMAN	reviewed	Ras-related protein Rab-9A	Homo sapiens (Human)	201	RAB9A	RAB9
Q9NRW1	RAB6B_HUMAN	reviewed	Ras-related protein Rab-6B	Homo sapiens (Human)	208	RAB6B	NA
Q5TAB7	RIPP2_HUMAN	reviewed	Protein ripply2	Homo sapiens (Human)	128	RIPPLY2	C6orf159
Q96QR8	PURB_HUMAN	reviewed	Transcriptional activator protein Pur-beta (Purine-rich element-binding protein B)	Homo sapiens (Human)	312	PURB	NA
Q96IC2	REXO5_HUMAN	reviewed	RNA exonuclease 5 (EC 3.1.-.-) (Exonuclease NEF-sp)	Homo sapiens (Human)	774	REXO5	44M2.3
P0DJD3	RBY1A_HUMAN	reviewed	RNA-binding motif protein, Y chromosome, family 1 member A1 (RNA-binding motif protein 1) (RNA-binding motif protein 2) (Y chromosome RNA recognition motif 1) (hRBMY)	Homo sapiens (Human)	496	RBMY1A1	RBM1;RBM2;YRRM1;YRRM2
Q9HBD1	RC3H2_HUMAN	reviewed	Roquin-2 (EC 2.3.2.27) (Membrane-associated nucleic acid-binding protein) (RING finger and CCCH-type zinc finger domain-containing protein 2) (RING finger protein 164) (RING-type E3 ubiquitin transferase Roquin-2)	Homo sapiens (Human)	1191	RC3H2	MNAB;RNF164
Q14206	RCAN2_HUMAN	reviewed	Calcipressin-2 (Down syndrome candidate region 1-like 1) (Myocyte-enriched calcineurin-interacting protein 2) (MCIP2) (Regulator of calcineurin 2) (Thyroid hormone-responsive protein ZAKI-4)	Homo sapiens (Human)	197	RCAN2	DSCR1L1;ZAKI4
Q96I51	RCC1L_HUMAN	reviewed	RCC1-like G exchanging factor-like protein (RCC1-like) (Williams-Beuren syndrome chromosomal region 16 protein)	Homo sapiens (Human)	464	RCC1L	WBSCR16
P61970	NTF2_HUMAN	reviewed	Nuclear transport factor 2 (NTF-2) (Placental protein 15) (PP15)	Homo sapiens (Human)	127	NUTF2	NTF2
Q9Y6X9	MORC2_HUMAN	reviewed	ATPase MORC2 (EC 3.6.1.3) (MORC family CW-type zinc finger protein 2) (Zinc finger CW-type coiled-coil domain protein 1)	Homo sapiens (Human)	1032	MORC2	KIAA0852;ZCWCC1
Q9NZM1	MYOF_HUMAN	reviewed	Myoferlin (Fer-1-like protein 3)	Homo sapiens (Human)	2061	MYOF	FER1L3;KIAA1207
P19474	RO52_HUMAN	reviewed	E3 ubiquitin-protein ligase TRIM21 (EC 2.3.2.27) (52 kDa Ro protein) (52 kDa ribonucleoprotein autoantigen Ro/SS-A) (RING finger protein 81) (RING-type E3 ubiquitin transferase TRIM21) (Ro(SS-A)) (Sjoegren syndrome type A antigen) (SS-A) (Tripartite motif-containing protein 21)	Homo sapiens (Human)	475	TRIM21	RNF81;RO52;SSA1
Q9Y2J0	RP3A_HUMAN	reviewed	Rabphilin-3A (Exophilin-1)	Homo sapiens (Human)	694	RPH3A	KIAA0985
P19388	RPAB1_HUMAN	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC1 (RNA polymerases I, II, and III subunit ABC1) (DNA-directed RNA polymerase II 23 kDa polypeptide) (DNA-directed RNA polymerase II subunit E) (RPB5 homolog) (XAP4)	Homo sapiens (Human)	210	POLR2E	NA
Q96KN7	RPGR1_HUMAN	reviewed	X-linked retinitis pigmentosa GTPase regulator-interacting protein 1 (RPGR-interacting protein 1)	Homo sapiens (Human)	1286	RPGRIP1	NA
O00411	RPOM_HUMAN	reviewed	DNA-directed RNA polymerase, mitochondrial (MtRPOL) (EC 2.7.7.6)	Homo sapiens (Human)	1230	POLRMT	NA
P62910	RL32_HUMAN	reviewed	60S ribosomal protein L32 (Large ribosomal subunit protein eL32)	Homo sapiens (Human)	135	RPL32	PP9932
P61019	RAB2A_HUMAN	reviewed	Ras-related protein Rab-2A	Homo sapiens (Human)	212	RAB2A	RAB2
Q6ZMZ0	RN19B_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF19B (EC 2.3.2.31) (IBR domain-containing protein 3) (Natural killer lytic-associated molecule) (RING finger protein 19B)	Homo sapiens (Human)	732	RNF19B	IBRDC3;NKLAM
P20337	RAB3B_HUMAN	reviewed	Ras-related protein Rab-3B	Homo sapiens (Human)	219	RAB3B	NA
Q3YEC7	RABL6_HUMAN	reviewed	Rab-like protein 6 (GTP-binding protein Parf) (Partner of ARF) (Rab-like protein 1) (RBEL1)	Homo sapiens (Human)	729	RABL6	C9orf86;PARF
P15153	RAC2_HUMAN	reviewed	Ras-related C3 botulinum toxin substrate 2 (GX) (Small G protein) (p21-Rac2)	Homo sapiens (Human)	192	RAC2	NA
O94762	RECQ5_HUMAN	reviewed	ATP-dependent DNA helicase Q5 (EC 3.6.4.12) (DNA helicase, RecQ-like type 5) (RecQ5) (RecQ protein-like 5)	Homo sapiens (Human)	991	RECQL5	RECQ5
Q8TAI7	REBL1_HUMAN	reviewed	GTPase RhebL1 (Ras homolog enriched in brain like-1 c) (RhebL1c) (Ras homolog enriched in brain-like protein 1) (Rheb-like protein 1) (Rheb2)	Homo sapiens (Human)	183	RHEBL1	NA
P48304	REG1B_HUMAN	reviewed	Lithostathine-1-beta (Pancreatic stone protein 2) (PSP-2) (Regenerating islet-derived protein 1-beta) (REG-1-beta) (Regenerating protein I beta)	Homo sapiens (Human)	166	REG1B	PSPS2;REGL
Q2KHR2	RFX7_HUMAN	reviewed	DNA-binding protein RFX7 (Regulatory factor X 7) (Regulatory factor X domain-containing protein 2)	Homo sapiens (Human)	1363	RFX7	RFXDC2
Q9NZL6	RGL1_HUMAN	reviewed	Ral guanine nucleotide dissociation stimulator-like 1 (RalGDS-like 1)	Homo sapiens (Human)	768	RGL1	KIAA0959;RGL
O95294	RASL1_HUMAN	reviewed	RasGAP-activating-like protein 1 (RAS protein activator like 1) (Ras GTPase-activating-like protein)	Homo sapiens (Human)	804	RASAL1	RASAL
O14924	RGS12_HUMAN	reviewed	Regulator of G-protein signaling 12 (RGS12)	Homo sapiens (Human)	1447	RGS12	NA
Q8N2H3	PYRD2_HUMAN	reviewed	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2 (EC 1.-.-.-)	Homo sapiens (Human)	581	PYROXD2	C10orf33
Q16827	PTPRO_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase O (R-PTP-O) (EC 3.1.3.48) (Glomerular epithelial protein 1) (Protein tyrosine phosphatase U2) (PTP-U2) (PTPase U2)	Homo sapiens (Human)	1216	PTPRO	GLEPP1;PTPU2
Q5TD94	RSH4A_HUMAN	reviewed	Radial spoke head protein 4 homolog A (Radial spoke head-like protein 3)	Homo sapiens (Human)	716	RSPH4A	RSHL3
Q8NBT2	SPC24_HUMAN	reviewed	Kinetochore protein Spc24 (hSpc24)	Homo sapiens (Human)	197	SPC24	SPBC24
Q9HCE7	SMUF1_HUMAN	reviewed	E3 ubiquitin-protein ligase SMURF1 (hSMURF1) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF1) (SMAD ubiquitination regulatory factor 1) (SMAD-specific E3 ubiquitin-protein ligase 1)	Homo sapiens (Human)	757	SMURF1	KIAA1625
Q9NRG4	SMYD2_HUMAN	reviewed	N-lysine methyltransferase SMYD2 (EC 2.1.1.-) (HSKM-B) (Histone methyltransferase SMYD2) (EC 2.1.1.-) (Lysine N-methyltransferase 3C) (SET and MYND domain-containing protein 2)	Homo sapiens (Human)	433	SMYD2	KMT3C
O95295	SNAPN_HUMAN	reviewed	SNARE-associated protein Snapin (Biogenesis of lysosome-related organelles complex 1 subunit 7) (BLOC-1 subunit 7) (Synaptosomal-associated protein 25-binding protein) (SNAP-associated protein)	Homo sapiens (Human)	136	SNAPIN	BLOC1S7;SNAP25BP;SNAPAP
Q5T6R2	TPT2L_HUMAN	reviewed	Putative phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2P1	Homo sapiens (Human)	138	TPTE2P1	NA
Q9BYB0	SHAN3_HUMAN	reviewed	SH3 and multiple ankyrin repeat domains protein 3 (Shank3) (Proline-rich synapse-associated protein 2) (ProSAP2)	Homo sapiens (Human)	1731	SHANK3	KIAA1650;PROSAP2;PSAP2
Q6R2W3	SCND3_HUMAN	reviewed	SCAN domain-containing protein 3 (Transposon-derived Buster4 transposase-like protein) (Zinc finger BED domain-containing protein 9)	Homo sapiens (Human)	1325	ZBED9	Buster4;KIAA1925;SCAND3;ZNF305P2;ZNF452
Q9UBN6	TR10D_HUMAN	reviewed	Tumor necrosis factor receptor superfamily member 10D (Decoy receptor 2) (DcR2) (TNF-related apoptosis-inducing ligand receptor 4) (TRAIL receptor 4) (TRAIL-R4) (TRAIL receptor with a truncated death domain) (CD antigen CD264)	Homo sapiens (Human)	386	TNFRSF10D	DCR2;TRAILR4;TRUNDD;UNQ251/PRO288
Q8IVB4	SL9A9_HUMAN	reviewed	Sodium/hydrogen exchanger 9 (Na(+)/H(+) exchanger 9) (NHE-9) (Solute carrier family 9 member 9)	Homo sapiens (Human)	645	SLC9A9	NHE9;Nbla00118
P60880	SNP25_HUMAN	reviewed	Synaptosomal-associated protein 25 (SNAP-25) (Super protein) (SUP) (Synaptosomal-associated 25 kDa protein)	Homo sapiens (Human)	206	SNAP25	SNAP
P54136	SYRC_HUMAN	reviewed	Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	Homo sapiens (Human)	660	RARS	NA
Q9UIB8	SLAF5_HUMAN	reviewed	SLAM family member 5 (Cell surface antigen MAX.3) (Hly9-beta) (Leukocyte differentiation antigen CD84) (Signaling lymphocytic activation molecule 5) (CD antigen CD84)	Homo sapiens (Human)	345	CD84	SLAMF5
O15079	SNPH_HUMAN	reviewed	Syntaphilin	Homo sapiens (Human)	494	SNPH	KIAA0374
Q9Y4P9	SPEF1_HUMAN	reviewed	Sperm flagellar protein 1	Homo sapiens (Human)	236	SPEF1	C20orf28
Q13114	TRAF3_HUMAN	reviewed	TNF receptor-associated factor 3 (EC 2.3.2.27) (CAP-1) (CD40 receptor-associated factor 1) (CRAF1) (CD40-binding protein) (CD40BP) (LMP1-associated protein 1) (LAP1) (RING-type E3 ubiquitin transferase TRAF3)	Homo sapiens (Human)	568	TRAF3	CAP1;CRAF1
Q6IEG0	SNR48_HUMAN	reviewed	U11/U12 small nuclear ribonucleoprotein 48 kDa protein (U11/U12 snRNP 48 kDa protein) (U11/U12-48K)	Homo sapiens (Human)	339	SNRNP48	C6orf151
Q6Q759	SPG17_HUMAN	reviewed	Sperm-associated antigen 17 (Projection protein PF6 homolog)	Homo sapiens (Human)	2223	SPAG17	NA
Q9Y5W9	SNX11_HUMAN	reviewed	Sorting nexin-11	Homo sapiens (Human)	270	SNX11	NA
O43290	SNUT1_HUMAN	reviewed	U4/U6.U5 tri-snRNP-associated protein 1 (SNU66 homolog) (hSnu66) (Squamous cell carcinoma antigen recognized by T-cells 1) (SART-1) (hSART-1) (U4/U6.U5 tri-snRNP-associated 110 kDa protein) (allergen Hom s 1)	Homo sapiens (Human)	800	SART1	NA
Q7M4L6	SHF_HUMAN	reviewed	SH2 domain-containing adapter protein F	Homo sapiens (Human)	423	SHF	NA
Q0VDG4	SCRN3_HUMAN	reviewed	Secernin-3	Homo sapiens (Human)	424	SCRN3	NA
Q14159	SPIDR_HUMAN	reviewed	DNA repair-scaffolding protein (Scaffolding protein involved in DNA repair)	Homo sapiens (Human)	915	SPIDR	KIAA0146
O75159	SOCS5_HUMAN	reviewed	Suppressor of cytokine signaling 5 (SOCS-5) (Cytokine-inducible SH2 protein 6) (CIS-6) (Cytokine-inducible SH2-containing protein 5)	Homo sapiens (Human)	536	SOCS5	CIS6;CISH5;CISH6;KIAA0671
A0A0C4DH28	TRGV4_HUMAN	reviewed	T cell receptor gamma variable 4	Homo sapiens (Human)	118	TRGV4	TCRGV4
Q7Z4K8	TRI46_HUMAN	reviewed	Tripartite motif-containing protein 46 (Gene Y protein) (GeneY) (Tripartite, fibronectin type-III and C-terminal SPRY motif protein)	Homo sapiens (Human)	759	TRIM46	TRIFIC
O15016	TRI66_HUMAN	reviewed	Tripartite motif-containing protein 66	Homo sapiens (Human)	1216	TRIM66	C11orf29;KIAA0298
I1YAP6	TRI77_HUMAN	reviewed	Tripartite motif-containing protein 77	Homo sapiens (Human)	450	TRIM77	TRIM77P
P09486	SPRC_HUMAN	reviewed	SPARC (Basement-membrane protein 40) (BM-40) (Osteonectin) (ON) (Secreted protein acidic and rich in cysteine)	Homo sapiens (Human)	303	SPARC	ON
Q9UBC9	SPRR3_HUMAN	reviewed	Small proline-rich protein 3 (22 kDa pancornulin) (Cornifin beta) (Esophagin)	Homo sapiens (Human)	169	SPRR3	SPRC
Q86UV6	TRI74_HUMAN	reviewed	Tripartite motif-containing protein 74 (Tripartite motif-containing protein 50C)	Homo sapiens (Human)	250	TRIM74	TRIM50C
P35716	SOX11_HUMAN	reviewed	Transcription factor SOX-11	Homo sapiens (Human)	441	SOX11	NA
P55735	SEC13_HUMAN	reviewed	Protein SEC13 homolog (GATOR complex protein SEC13) (SEC13-like protein 1) (SEC13-related protein)	Homo sapiens (Human)	322	SEC13	D3S1231E;SEC13A;SEC13L1;SEC13R
O94993	SOX30_HUMAN	reviewed	Transcription factor SOX-30	Homo sapiens (Human)	753	SOX30	NA
P02549	SPTA1_HUMAN	reviewed	Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)	Homo sapiens (Human)	2419	SPTA1	SPTA
P37173	TGFR2_HUMAN	reviewed	TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II)	Homo sapiens (Human)	567	TGFBR2	NA
P62241	RS8_HUMAN	reviewed	40S ribosomal protein S8 (Small ribosomal subunit protein eS8)	Homo sapiens (Human)	208	RPS8	OK/SW-cl.83
Q13342	SP140_HUMAN	reviewed	Nuclear body protein SP140 (Lymphoid-restricted homolog of Sp100) (LYSp100) (Nuclear autoantigen Sp-140) (Speckled 140 kDa)	Homo sapiens (Human)	867	SP140	LYSP100
O15020	SPTN2_HUMAN	reviewed	Spectrin beta chain, non-erythrocytic 2 (Beta-III spectrin) (Spinocerebellar ataxia 5 protein)	Homo sapiens (Human)	2390	SPTBN2	KIAA0302;SCA5
Q9UGP8	SEC63_HUMAN	reviewed	Translocation protein SEC63 homolog	Homo sapiens (Human)	760	SEC63	SEC63L
Q3SY56	SP6_HUMAN	reviewed	Transcription factor Sp6 (Krueppel-like factor 14)	Homo sapiens (Human)	376	SP6	KLF14
Q8N9Q2	SR1IP_HUMAN	reviewed	Protein SREK1IP1 (SFRS12-interacting protein 1) (SREK1-interacting protein 1) (Splicing regulatory protein of 18 kDa) (p18SRP)	Homo sapiens (Human)	155	SREK1IP1	P18SRP;SFRS12IP1
Q9Y6X0	SETBP_HUMAN	reviewed	SET-binding protein (SEB)	Homo sapiens (Human)	1596	SETBP1	KIAA0437
Q86XZ4	SPAS2_HUMAN	reviewed	Spermatogenesis-associated serine-rich protein 2 (Serine-rich spermatocytes and round spermatid 59 kDa protein) (p59scr)	Homo sapiens (Human)	545	SPATS2	SCR59;SPATA10;Nbla00526
P36956	SRBP1_HUMAN	reviewed	Sterol regulatory element-binding protein 1 (SREBP-1) (Class D basic helix-loop-helix protein 1) (bHLHd1) (Sterol regulatory element-binding transcription factor 1) [Cleaved into: Processed sterol regulatory element-binding protein 1]	Homo sapiens (Human)	1147	SREBF1	BHLHD1;SREBP1
Q59H18	TNI3K_HUMAN	reviewed	Serine/threonine-protein kinase TNNI3K (EC 2.7.11.1) (Cardiac ankyrin repeat kinase) (Cardiac troponin I-interacting kinase) (TNNI3-interacting kinase)	Homo sapiens (Human)	835	TNNI3K	CARK
Q96P15	SPB11_HUMAN	reviewed	Serpin B11	Homo sapiens (Human)	392	SERPINB11	NA
Q9H1N7	S35B3_HUMAN	reviewed	Adenosine 3'-phospho 5'-phosphosulfate transporter 2 (3'-phosphoadenosine 5'-phosphosulfate transporter) (PAPS transporter 2) (Solute carrier family 35 member B3)	Homo sapiens (Human)	401	SLC35B3	C6orf196;PAPST2;CGI-19
Q8N474	SFRP1_HUMAN	reviewed	Secreted frizzled-related protein 1 (FRP-1) (sFRP-1) (Secreted apoptosis-related protein 2) (SARP-2)	Homo sapiens (Human)	314	SFRP1	FRP;FRP1;SARP2
Q8NBS3	S4A11_HUMAN	reviewed	Sodium bicarbonate transporter-like protein 11 (Bicarbonate transporter-related protein 1) (Sodium borate cotransporter 1) (NaBC1) (Solute carrier family 4 member 11)	Homo sapiens (Human)	891	SLC4A11	BTR1
O95359	TACC2_HUMAN	reviewed	Transforming acidic coiled-coil-containing protein 2 (Anti-Zuai-1) (AZU-1)	Homo sapiens (Human)	2948	TACC2	NA
Q8IYM2	SLN12_HUMAN	reviewed	Schlafen family member 12	Homo sapiens (Human)	578	SLFN12	NA
Q01826	SATB1_HUMAN	reviewed	DNA-binding protein SATB1 (Special AT-rich sequence-binding protein 1)	Homo sapiens (Human)	763	SATB1	NA
P49368	TCPG_HUMAN	reviewed	T-complex protein 1 subunit gamma (TCP-1-gamma) (CCT-gamma) (hTRiC5)	Homo sapiens (Human)	545	CCT3	CCTG;TRIC5
Q9UM54	MYO6_HUMAN	reviewed	Unconventional myosin-VI (Unconventional myosin-6)	Homo sapiens (Human)	1294	MYO6	KIAA0389
P13533	MYH6_HUMAN	reviewed	Myosin-6 (Myosin heavy chain 6) (Myosin heavy chain, cardiac muscle alpha isoform) (MyHC-alpha)	Homo sapiens (Human)	1939	MYH6	MYHCA
Q969W9	PMEPA_HUMAN	reviewed	Protein TMEPAI (Prostate transmembrane protein androgen induced 1) (Solid tumor-associated 1 protein) (Transmembrane prostate androgen-induced protein)	Homo sapiens (Human)	287	PMEPA1	STAG1;TMEPAI
P49914	MTHFS_HUMAN	reviewed	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2) (5,10-methenyl-tetrahydrofolate synthetase) (MTHFS) (Methenyl-THF synthetase)	Homo sapiens (Human)	203	MTHFS	NA
Q9BRP8	PYM1_HUMAN	reviewed	Partner of Y14 and mago (PYM homolog 1 exon junction complex-associated factor) (Protein wibg homolog)	Homo sapiens (Human)	204	PYM1	PYM;WIBG
Q6ZWI9	RFPLB_HUMAN	reviewed	Ret finger protein-like 4B (RING finger protein 211)	Homo sapiens (Human)	263	RFPL4B	RNF211
P48378	RFX2_HUMAN	reviewed	DNA-binding protein RFX2 (Regulatory factor X 2)	Homo sapiens (Human)	723	RFX2	NA
O75628	REM1_HUMAN	reviewed	GTP-binding protein REM 1 (GTPase-regulating endothelial cell sprouting) (Rad and Gem-like GTP-binding protein 1)	Homo sapiens (Human)	298	REM1	GES;REM
O14715	RGPD8_HUMAN	reviewed	RANBP2-like and GRIP domain-containing protein 8 (Ran-binding protein 2-like 3) (RanBP2-like 3) (RanBP2L3)	Homo sapiens (Human)	1765	RGPD8	RANBP2ALPHA;RANBP2L1;RANBP2L3
Q5JS13	RGPS1_HUMAN	reviewed	Ras-specific guanine nucleotide-releasing factor RalGPS1 (Ral GEF with PH domain and SH3-binding motif 1) (Ral guanine nucleotide exchange factor 2) (RalGEF 2) (RalA exchange factor RalGPS1)	Homo sapiens (Human)	557	RALGPS1	KIAA0351;RALGEF2
Q86X27	RGPS2_HUMAN	reviewed	Ras-specific guanine nucleotide-releasing factor RalGPS2 (Ral GEF with PH domain and SH3-binding motif 2) (RalA exchange factor RalGPS2)	Homo sapiens (Human)	583	RALGPS2	NA
O14949	QCR8_HUMAN	reviewed	Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C)	Homo sapiens (Human)	82	UQCRQ	NA
Q01995	TAGL_HUMAN	reviewed	Transgelin (22 kDa actin-binding protein) (Protein WS3-10) (Smooth muscle protein 22-alpha) (SM22-alpha)	Homo sapiens (Human)	201	TAGLN	SM22;WS3-10
Q53LP3	SWAHC_HUMAN	reviewed	Ankyrin repeat domain-containing protein SOWAHC (Ankyrin repeat domain-containing protein 57) (Protein sosondowah homolog C)	Homo sapiens (Human)	525	SOWAHC	ANKRD57;C2orf26
Q8IW03	SIAH3_HUMAN	reviewed	Seven in absentia homolog 3 (Siah-3)	Homo sapiens (Human)	269	SIAH3	NA
A6NMB1	SIG16_HUMAN	reviewed	Sialic acid-binding Ig-like lectin 16 (Siglec-16) (Siglec-P16)	Homo sapiens (Human)	481	SIGLEC16	SIGLECP16
Q8IY18	SMC5_HUMAN	reviewed	Structural maintenance of chromosomes protein 5 (SMC protein 5) (SMC-5) (hSMC5)	Homo sapiens (Human)	1101	SMC5	KIAA0594;SMC5L1
Q16559	TAL2_HUMAN	reviewed	T-cell acute lymphocytic leukemia protein 2 (TAL-2) (Class A basic helix-loop-helix protein 19) (bHLHa19)	Homo sapiens (Human)	108	TAL2	BHLHA19
Q969S6	TM203_HUMAN	reviewed	Transmembrane protein 203	Homo sapiens (Human)	136	TMEM203	NA
Q86UX6	ST32C_HUMAN	reviewed	Serine/threonine-protein kinase 32C (EC 2.7.11.1) (PKE) (Yet another novel kinase 3)	Homo sapiens (Human)	486	STK32C	YANK3
Q9UEE5	ST17A_HUMAN	reviewed	Serine/threonine-protein kinase 17A (EC 2.7.11.1) (DAP kinase-related apoptosis-inducing protein kinase 1)	Homo sapiens (Human)	414	STK17A	DRAK1
Q96A49	SYAP1_HUMAN	reviewed	Synapse-associated protein 1 (BSD domain-containing signal transducer and Akt interactor protein) (BSTA)	Homo sapiens (Human)	352	SYAP1	PRO3113
A6NKX4	S22AV_HUMAN	reviewed	Putative solute carrier family 22 member 31	Homo sapiens (Human)	556	SLC22A31	NA
Q96CQ1	S2536_HUMAN	reviewed	Solute carrier family 25 member 36	Homo sapiens (Human)	311	SLC25A36	NA
Q8WUT9	S2543_HUMAN	reviewed	Solute carrier family 25 member 43	Homo sapiens (Human)	341	SLC25A43	NA
P37840	SYUA_HUMAN	reviewed	Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP)	Homo sapiens (Human)	140	SNCA	NACP;PARK1
Q03519	TAP2_HUMAN	reviewed	Antigen peptide transporter 2 (APT2) (ATP-binding cassette sub-family B member 3) (Peptide supply factor 2) (Peptide transporter PSF2) (PSF-2) (Peptide transporter TAP2) (Peptide transporter involved in antigen processing 2) (Really interesting new gene 11 protein)	Homo sapiens (Human)	686	TAP2	ABCB3;PSF2;RING11;Y1
Q8IXB3	TARG1_HUMAN	reviewed	Trafficking regulator of GLUT4 1 (Dispanin subfamily B member 1) (DSPB1) (Interferon-induced transmembrane domain-containing protein D3) (Protein located at seventeen-p-thirteen point three 1) (Tumor suppressor candidate 5)	Homo sapiens (Human)	177	TRARG1	IFITMD3;LOST1;TUSC5
O14975	S27A2_HUMAN	reviewed	Very long-chain acyl-CoA synthetase (VLACS) (VLCS) (EC 6.2.1.-) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein 2) (FATP-2) (Fatty-acid-coenzyme A ligase, very long-chain 1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Phytanate--CoA ligase) (EC 6.2.1.24) (Solute carrier family 27 member 2) (THCA-CoA ligase) (EC 6.2.1.7) (Very long-chain-fatty-acid-CoA ligase)	Homo sapiens (Human)	620	SLC27A2	ACSVL1;FACVL1;FATP2;VLACS
A6NGZ8	SMIM9_HUMAN	reviewed	Small integral membrane protein 9	Homo sapiens (Human)	99	SMIM9	CXorf68
Q15569	TESK1_HUMAN	reviewed	Dual specificity testis-specific protein kinase 1 (EC 2.7.12.1) (Testicular protein kinase 1)	Homo sapiens (Human)	626	TESK1	NA
Q9UGI8	TES_HUMAN	reviewed	Testin (TESS)	Homo sapiens (Human)	421	TES	NA
Q9H330	TM245_HUMAN	reviewed	Transmembrane protein 245 (Protein CG-2)	Homo sapiens (Human)	879	TMEM245	C9orf5
A6NEH6	TM247_HUMAN	reviewed	Transmembrane protein 247	Homo sapiens (Human)	219	TMEM247	NA
Q9NWD8	TM248_HUMAN	reviewed	Transmembrane protein 248	Homo sapiens (Human)	314	TMEM248	C7orf42
Q8NFU7	TET1_HUMAN	reviewed	Methylcytosine dioxygenase TET1 (EC 1.14.11.n2) (CXXC-type zinc finger protein 6) (Leukemia-associated protein with a CXXC domain) (Ten-eleven translocation 1 gene protein)	Homo sapiens (Human)	2136	TET1	CXXC6;KIAA1676;LCX
H0YL14	TM250_HUMAN	reviewed	Transmembrane protein 250 (Herpes virus UL25-binding protein)	Homo sapiens (Human)	139	TMEM250	C9orf69
Q6N021	TET2_HUMAN	reviewed	Methylcytosine dioxygenase TET2 (EC 1.14.11.n2)	Homo sapiens (Human)	2002	TET2	KIAA1546;Nbla00191
Q8TBM7	TM254_HUMAN	reviewed	Transmembrane protein 254	Homo sapiens (Human)	123	TMEM254	C10orf57
Q8N2U0	TM256_HUMAN	reviewed	Transmembrane protein 256	Homo sapiens (Human)	113	TMEM256	C17orf61
Q96IP4	TET5A_HUMAN	reviewed	Terminal nucleotidyltransferase 5A (EC 2.7.7.-) (HBV X-transactivated gene 11 protein) (HBV XAg-transactivated protein 11)	Homo sapiens (Human)	442	TENT5A	C6orf37;FAM46A;XTP11
A0A087WTH1	TM265_HUMAN	reviewed	Transmembrane protein 265	Homo sapiens (Human)	108	TMEM265	NA
Q0VDI3	TM267_HUMAN	reviewed	Transmembrane protein 267	Homo sapiens (Human)	215	TMEM267	C5orf28
A0A1B0GTI8	TM272_HUMAN	reviewed	Transmembrane protein 272	Homo sapiens (Human)	187	TMEM272	NA
Q9UHP6	RSP14_HUMAN	reviewed	Radial spoke head 14 homolog (Rhabdoid tumor deletion region protein 1)	Homo sapiens (Human)	348	RSPH14	RTDR1
Q658P3	STEA3_HUMAN	reviewed	Metalloreductase STEAP3 (EC 1.16.1.-) (Dudulin-2) (Six-transmembrane epithelial antigen of prostate 3) (Tumor suppressor-activated pathway protein 6) (hTSAP6) (pHyde) (hpHyde)	Homo sapiens (Human)	488	STEAP3	TSAP6
Q5T0J7	TEX35_HUMAN	reviewed	Testis-expressed protein 35	Homo sapiens (Human)	233	TEX35	C1orf49
Q5VZQ5	TEX36_HUMAN	reviewed	Testis-expressed protein 36	Homo sapiens (Human)	186	TEX36	C10orf122
Q96HV5	TM41A_HUMAN	reviewed	Transmembrane protein 41A	Homo sapiens (Human)	264	TMEM41A	UNQ168/PRO194
Q96LM6	TEX37_HUMAN	reviewed	Testis-expressed sequence 37 protein (Testis-specific conserved protein of 21 kDa)	Homo sapiens (Human)	180	TEX37	C2orf51;TSC21
Q5BJD5	TM41B_HUMAN	reviewed	Transmembrane protein 41B	Homo sapiens (Human)	291	TMEM41B	KIAA0033
Q53QW1	TEX44_HUMAN	reviewed	Testis-expressed protein 44	Homo sapiens (Human)	395	TEX44	C2orf57
